user_id,book_id
5,11035
5,6602
5,10782
5,10773
5,16169
5,32123
5,10623
5,30617
5,10772
5,24335
5,23976
5,24336
5,23486
5,22252
6,11772
6,10145
6,2737
6,12670
6,12672
6,12671
6,13048
6,13049
6,13043
6,13050
6,11039
6,10812
6,10813
6,11097
6,11098
6,11099
6,11100
6,11101
6,9647
6,12916
6,10682
6,7932
6,7933
6,13740
6,10811
6,10809
6,10810
6,17449
6,8726
6,8727
6,8729
6,8728
6,10068
6,9644
6,9645
6,9646
6,10069
6,11091
6,11092
6,11093
6,11095
8,21257
8,40682
8,21258
8,21256
8,39007
8,37599
8,21199
8,21261
8,28632
8,21164
8,21163
8,21260
8,21066
8,34671
8,35075
8,21234
8,21262
8,21259
8,21063
8,21065
8,21263
8,21062
8,21064
8,21265
8,19272
8,22014
8,24612
8,28633
8,37419
8,1919
8,1871
8,21266
8,21267
8,21268
8,21244
8,27360
8,21270
8,37607
8,40416
8,15646
8,21271
8,21272
8,21273
8,21274
8,21275
8,22441
9,42318
9,43390
9,43526
9,43354
9,19834
9,51494
9,43236
9,26990
9,43389
9,42327
9,42318
9,41824
9,43181
9,42334
9,42325
9,42385
9,42318
9,42327
9,52305
9,16504
9,43530
9,38248
9,38033
9,26909
9,52909
9,52984
9,14385
9,43529
9,43531
9,16505
9,52987
9,52890
9,52986
9,30876
9,30916
9,30796
9,16390
9,43525
10,41828
10,42425
10,42351
10,41830
10,41828
10,42424
10,42369
10,41779
10,41780
10,41775
10,41791
10,41765
10,42426
10,42321
10,42348
10,42351
10,41914
10,41916
10,30373
10,41828
10,41828
10,42427
10,41793
10,41773
10,41765
10,41790
10,41828
10,32404
10,31524
10,31525
10,42322
10,41776
10,41793
10,46476
10,46449
10,32401
10,32400
10,43939
10,42594
10,32403
10,28353
10,46562
10,38261
10,39008
10,40999
10,41062
10,26991
10,24896
10,46216
10,46347
10,32274
10,32402
10,46548
10,30373
11,15909
11,15911
11,15910
11,15912
11,14821
11,14705
11,14928
11,14706
11,7485
11,7486
11,18336
11,18337
11,23995
11,14408
11,13873
11,39013
11,39009
11,5944
11,23995
11,39014
11,39018
11,30732
11,14818
11,3294
11,14929
11,14930
11,3870
11,14696
11,14697
11,15266
11,15914
11,15115
11,4954
11,4953
11,28224
11,28223
11,24897
11,283
11,6229
11,32282
11,18672
11,39436
11,23995
11,37123
11,6179
11,15114
11,15908
11,18820
11,15907
14,24173
14,24172
14,22445
14,30649
14,22443
14,22442
14,22016
14,22017
14,30732
14,24457
14,21722
14,27361
14,22444
14,9087
14,9111
14,21735
14,9087
14,21376
14,17326
14,8549
14,8605
14,8672
14,8730
14,30918
14,30489
14,58233
14,30825
14,30632
14,30733
14,30917
14,22015
14,22018
14,30352
14,22019
14,22446
14,22348
14,22360
14,22447
14,23543
14,23544
14,30344
14,17250
14,37420
14,22020
14,24899
14,24412
14,24900
14,24454
15,23980
15,6604
15,17172
15,17173
15,17321
15,5827
15,54590
15,54591
15,38043
15,6135
15,6997
15,17900
15,17811
15,17810
15,17812
15,17813
15,17835
15,6139
15,5924
15,7493
15,17109
15,17104
15,5941
15,37871
15,37869
15,7494
15,7495
15,5938
15,7496
15,17108
15,17105
15,17107
15,5936
15,5937
15,23982
15,37668
15,37600
15,55091
15,19281
15,5939
15,5940
15,6138
15,5942
15,8192
15,55091
18,32131
18,47396
18,56728
18,56729
18,20280
18,33620
18,44496
18,33619
18,57289
18,57160
18,56984
18,56985
18,6140
18,57217
18,43874
18,3294
18,56876
18,56914
18,56913
18,57305
18,57304
18,56977
18,56976
18,56859
18,43875
18,24343
18,24344
19,21957
19,27105
19,38908
19,24344
19,40327
19,33168
19,21840
19,30621
19,30617
19,21843
19,21842
19,21841
19,22254
19,22255
19,21370
19,21372
19,21371
19,21373
19,24157
19,30622
19,24346
19,30048
19,30051
19,30623
19,23488
19,22256
19,23941
19,23983
19,23940
19,30052
19,21958
19,29659
19,31603
19,576
19,577
19,21620
19,21619
19,34291
19,34366
19,5586
19,17110
19,17426
19,17427
19,17424
19,33269
19,29659
19,23489
19,37300
19,30460
19,30459
19,30461
19,30053
19,30548
19,37300
19,29754
20,31591
20,31592
20,31605
20,30627
20,24339
20,30624
20,30628
20,28323
20,30625
20,30629
20,30626
20,37114
20,31607
20,32133
20,31608
20,31606
20,37601
20,28324
20,33169
20,33168
20,22258
20,28325
20,28329
20,32138
20,32139
20,24340
20,24348
20,24347
20,24337
20,24349
20,28326
20,24350
20,32134
20,23367
20,32135
20,39880
20,32136
20,32137
20,24351
20,24352
20,24353
20,24355
20,21374
20,5342
20,5357
20,611
20,5343
20,24358
20,24359
20,24360
20,24357
23,48740
23,45423
23,52584
23,54449
23,32142
23,30633
23,28330
23,30636
23,30635
23,30632
23,28332
23,30641
23,30643
23,30637
23,30638
23,30644
23,28331
23,30634
23,45447
23,45436
23,30640
23,49900
23,49603
23,49602
25,29986
25,32405
25,29988
25,21916
25,15211
25,16404
25,16913
25,15064
25,15058
25,16517
25,6133
25,21940
25,7934
25,38834
25,24903
25,24367
25,30919
25,31526
25,32406
25,29980
25,28590
25,28637
25,28636
25,28589
25,28638
25,39917
25,39916
25,1414
25,30603
25,30563
25,26992
25,32195
25,32409
25,32407
25,31527
25,28325
25,28640
25,32407
25,32410
25,31710
25,21399
25,30559
25,30561
25,30560
25,30604
25,31712
25,31711
25,17230
25,28635
25,31708
25,31707
25,22448
25,22021
25,23795
25,28636
25,27362
25,39019
25,24902
25,24901
25,27363
25,31709
25,21399
26,37378
26,8197
26,10814
26,12918
26,12919
26,8083
26,12639
26,13044
26,12920
26,11780
26,8731
26,12920
26,5986
26,6000
26,8732
26,52988
26,10923
26,11780
26,12140
26,12140
26,12640
26,9648
26,11114
26,11113
28,24368
28,28338
28,28337
28,28339
28,28336
28,24367
28,32143
28,27109
28,27108
28,16405
28,17034
28,13344
28,17036
28,28335
28,20284
28,30220
28,26738
28,15110
28,26950
28,26949
28,24369
28,16406
28,16391
28,18351
28,3196
28,16400
28,3271
28,15195
28,46359
28,46418
28,46420
28,26951
28,30646
29,57429
29,535
29,57428
29,17520
29,31517
29,20286
29,24373
29,27110
29,19088
29,20288
29,24374
29,21963
29,14905
29,22260
29,21570
29,21572
29,30549
29,23724
29,24375
29,19311
29,21375
29,21716
29,19310
29,28347
29,28346
29,11037
29,11038
29,22262
29,21964
29,21967
29,17740
29,21376
29,24377
29,22261
29,31570
29,24378
29,17558
29,22264
29,24378
29,38335
29,26952
29,21965
29,21966
29,23331
29,22265
29,21959
29,21960
29,28341
29,28344
29,28342
29,28343
29,28345
29,21677
29,28250
29,21677
29,24372
29,21961
29,22259
29,24371
30,36589
30,36703
30,36571
30,17934
30,411
30,2920
30,2851
30,2306
30,1652
30,36750
30,36624
30,36622
30,6001
30,36725
30,36650
30,36651
30,36649
30,36597
30,36603
30,36604
30,36590
30,36662
30,36627
30,36663
30,36582
30,36601
30,36628
30,36622
30,36624
30,36605
30,36588
30,5925
30,490
30,654
30,612
30,619
30,653
30,2754
30,36602
30,7864
30,36622
30,2749
30,2752
30,2750
30,2753
30,2751
30,8037
31,22653
31,57430
31,15414
31,25593
31,25595
31,13343
31,3946
31,665
31,3967
31,27113
31,30476
31,24360
31,23013
31,25597
31,25598
31,21783
31,32718
31,32076
31,25591
31,32432
31,22654
31,22657
31,22658
31,22656
31,32717
31,29084
31,29609
31,30256
31,25591
31,21739
31,25589
31,24932
31,32077
31,32078
31,24385
31,47114
31,22115
31,22652
31,22116
31,25592
31,57326
31,57327
31,21782
31,32004
31,32003
31,21781
31,23048
31,24378
31,11910
31,25589
31,32077
31,32079
32,24159
32,37973
32,37972
32,23985
32,32005
32,24380
32,24161
32,24160
32,24162
32,28348
32,24382
32,23986
32,22268
32,23976
32,37971
32,32007
32,32008
32,24379
32,23976
32,22268
32,22269
32,23985
32,38445
32,38446
32,38447
32,24341
32,24386
32,24384
32,16299
32,16300
32,26915
32,23988
32,39368
32,23291
32,23292
32,37981
32,37979
32,37982
32,5650
32,1672
32,13183
32,5650
32,23985
32,39371
32,39372
32,24341
32,21378
32,23119
32,27111
32,24383
32,32145
32,21377
32,24381
32,24385
32,39623
32,22271
32,37115
32,7847
32,7846
32,23332
32,21969
32,19496
32,22977
32,37975
32,37979
32,37976
32,37980
32,9080
32,37983
32,24390
32,27112
32,27113
32,24388
32,24387
32,38913
32,23491
32,38912
32,30342
32,1675
32,1363
32,22977
32,37563
32,1673
32,1674
32,3295
32,4935
32,32146
32,21905
32,32147
32,31612
32,32149
32,30648
32,31613
32,31610
32,31614
32,31611
32,31612
32,22272
32,24364
32,24358
32,22273
32,23492
32,23493
32,5382
32,22274
32,38871
32,23293
32,23294
32,9082
32,22266
32,38911
32,9083
32,37161
33,43174
33,20289
33,51487
33,49737
33,52262
33,41580
33,41579
33,41581
33,53651
33,50331
33,50332
33,52649
33,50758
33,32155
33,32153
33,32156
33,32154
33,50329
33,50757
33,48244
33,49818
33,50330
33,49635
33,47399
33,47400
33,43094
33,57839
33,50886
33,50887
33,51880
33,52649
33,50758
33,49902
33,55505
33,52753
33,52752
33,52754
33,50757
33,52650
33,50335
33,43749
33,15865
33,49635
33,50742
33,49903
33,50759
33,49902
33,50334
33,50758
33,50333
33,52649
33,52753
33,52752
33,52754
33,43720
33,50786
33,50760
33,52462
33,51490
33,52463
33,51488
33,51489
33,50758
33,52753
33,50837
33,50785
33,53557
33,50786
33,52462
33,49904
33,55506
33,51482
33,52463
33,52755
33,52465
33,52464
33,51489
33,52757
33,30649
33,51492
33,52466
33,52756
33,40753
33,50837
33,50758
33,51236
33,51492
33,42570
33,51482
33,52750
33,52743
33,51797
33,51484
33,51493
33,51484
33,52743
33,52750
33,42570
33,50884
33,51486
33,50882
33,50835
33,50883
33,52750
33,50884
33,51484
33,51797
33,51483
33,52743
33,45448
33,49901
33,42570
33,51486
33,42252
33,52461
33,32151
33,32150
34,20555
34,20554
34,55590
34,54126
34,53738
34,52306
34,52990
34,52992
34,54481
34,52671
34,52501
34,54088
34,54130
34,54122
34,54123
34,54125
34,28493
34,28641
34,54124
34,54019
34,54094
34,52994
34,52868
34,52968
34,54127
34,54070
34,54128
34,52983
34,54131
34,55589
34,55187
34,52993
34,54120
34,74
34,54119
34,54121
34,52989
34,55573
35,32180
35,30920
35,55928
35,47089
35,46069
35,45870
35,45950
35,47088
35,32412
35,32413
35,55955
35,28443
35,32414
35,27252
35,32171
35,32171
35,3981
35,28642
35,31714
35,31715
35,31717
35,31716
35,24485
35,26812
35,8923
35,45890
35,35279
35,31528
35,28643
35,56018
35,44784
35,24905
36,43037
36,45001
36,44437
36,50337
36,51237
36,44603
36,42870
36,45339
36,39624
36,44505
36,42962
36,44718
36,42746
36,42747
36,44322
36,44414
36,44369
36,44414
36,44504
36,49520
36,43880
36,44504
36,55093
36,44569
36,44570
36,53653
36,44603
36,44604
36,55093
36,53652
36,44569
36,44570
36,44502
36,44554
36,44571
36,24391
36,53653
37,24399
37,24398
37,24395
37,38914
37,18760
37,24396
37,21906
37,22275
37,24400
37,22280
37,22276
37,22281
37,24400
37,19533
37,22279
37,24400
37,19532
37,41314
37,24402
37,24400
37,24404
37,22282
37,22283
37,24397
37,24406
37,24397
37,24397
37,24403
37,24401
37,43318
37,41867
37,43320
37,17083
37,24401
37,40329
37,24401
37,43321
37,22286
37,22284
37,24405
37,22285
37,27114
37,41153
37,21379
37,22290
37,22288
37,44188
37,16408
37,16407
37,18616
37,22291
37,22292
37,19090
37,41316
37,24407
37,24407
37,43178
37,43179
37,19640
37,1364
37,43176
37,41869
37,43177
37,43181
37,43184
37,43183
37,43182
37,43180
37,43181
37,43183
37,43184
37,24394
37,42317
41,23333
41,24164
41,24165
41,30658
41,30343
41,27119
41,27120
41,30395
41,29757
41,2220
41,2221
41,20221
41,19984
41,30662
41,30661
41,30663
41,30641
41,29759
41,15252
41,579
41,9611
41,14609
41,30660
41,29660
41,29762
41,11715
41,577
41,29761
41,29760
41,2027
41,2028
41,5944
41,5945
41,30221
41,12992
41,30385
41,30666
41,30669
41,33170
41,30671
41,19641
41,19642
41,29765
41,19986
41,31607
41,23122
41,29764
41,31616
41,28354
41,30674
41,28354
41,30670
41,16258
41,29763
41,37303
41,10058
41,10218
41,13043
41,33168
41,30595
41,1946
41,5517
41,30673
41,30615
41,32160
41,24409
41,30672
41,30675
41,12702
41,27118
41,12667
41,28355
41,28356
41,19643
41,31601
41,32158
41,29661
41,29767
41,29766
41,11039
41,28351
41,30656
41,14360
41,14359
41,30652
41,30655
41,31593
41,30653
41,30650
41,30651
41,31615
41,29756
41,30657
41,30654
42,19730
42,21717
42,39627
42,14907
42,39628
42,24410
42,39626
42,17321
42,39496
42,39497
42,39498
42,39883
42,39882
42,22293
42,22296
42,38919
42,21972
42,21679
42,21678
42,21591
42,21589
42,21592
42,21973
42,22297
42,22298
42,22301
42,22294
42,38920
42,38918
42,5469
42,5412
42,4144
42,5651
42,24411
42,40060
42,40059
42,40128
42,40129
42,23494
42,37709
42,17110
42,17111
42,22304
42,23942
42,22256
42,37343
42,23123
42,23118
42,24412
42,17559
42,6142
42,29769
42,6145
42,19987
42,17429
42,39573
42,29617
42,21718
42,21721
42,21719
42,17432
42,17430
42,17433
42,21974
42,7694
42,17434
42,17560
42,37351
43,42375
43,43510
43,41650
43,41649
43,42507
43,41794
43,42155
43,42584
43,43501
43,43392
43,5813
43,5759
43,37675
43,42373
43,43510
43,42428
43,43528
43,43321
43,43393
43,38964
43,18371
43,39296
43,18362
43,43339
43,44195
43,43510
43,14388
43,43539
43,39020
43,37306
43,43541
43,5821
43,9349
43,37347
43,43537
43,43538
43,43535
43,43532
43,43533
43,43536
43,52307
45,44336
45,5038
45,43940
45,47170
45,47169
45,43878
45,57715
45,44605
45,44438
45,44337
45,26813
45,24908
45,24907
45,21942
45,24031
45,46326
45,45033
45,45031
45,45316
45,46326
45,46325
45,46324
45,45033
45,45316
45,45032
45,45031
45,51159
45,51160
45,48270
45,48160
45,48169
45,48170
45,48168
45,48070
45,19289
45,15065
45,44428
45,43023
45,43019
45,44415
45,44386
45,44416
45,44278
45,44429
45,44992
45,57257
45,48160
45,44572
45,44575
45,44577
48,50345
48,45003
48,52764
48,54245
48,54940
48,54997
48,58088
48,58090
48,45340
48,45451
48,55096
48,55095
48,52766
48,55095
48,52766
48,54735
48,54737
48,54736
48,50889
48,45645
48,58090
48,54997
48,55096
48,55094
48,45644
48,45341
48,45423
48,55095
48,52766
48,49709
48,51798
48,51486
48,55507
48,49713
48,52766
48,58090
48,55096
48,54997
48,43643
48,17381
48,54431
48,49712
48,52657
48,54432
48,52468
48,52468
48,45423
48,55095
48,52766
48,50347
48,49713
48,49712
48,50347
48,43643
48,54432
48,54431
48,52767
48,55094
48,55096
48,49561
48,49562
48,49714
48,49715
48,49738
48,52656
48,49712
48,17381
48,52656
48,50888
48,17381
49,32164
49,33171
49,33173
49,33172
49,33174
49,30596
49,30056
49,18208
49,18209
49,54384
49,54383
49,54385
49,28357
49,39629
49,18554
49,18593
49,56157
49,50824
49,50305
49,50306
49,32162
49,23725
49,23726
49,24413
49,30309
49,42575
49,42574
49,36352
49,36353
49,42574
49,42575
49,18672
49,56311
49,56312
49,42208
49,18697
49,50809
49,4145
49,14065
49,14119
49,20301
49,13346
49,13607
49,30676
49,30677
49,4145
49,13607
49,612
49,23990
50,45591
50,30640
50,30633
50,30923
50,28309
50,28457
50,28649
50,28313
50,28374
50,28376
50,28383
50,28581
50,28654
50,6148
50,28367
50,28602
50,28451
50,28655
50,28373
50,28650
50,28657
50,28582
50,28656
50,32418
50,32177
50,32169
50,28593
50,30467
50,30725
50,33125
50,31718
50,31655
50,31655
50,28659
50,17321
50,30924
50,28381
50,28660
50,28658
50,30773
50,32159
50,28647
51,55784
51,48139
51,48140
51,48024
51,24416
51,24417
51,52768
51,55783
51,13858
51,53654
51,52399
51,48484
51,48486
51,13858
51,39630
51,51135
51,48485
51,4146
51,4147
51,24418
51,47871
51,24418
51,38222
51,32168
51,2845
51,2846
51,57396
51,48481
51,37284
51,38058
51,30222
51,37284
51,52469
51,52470
51,30550
51,38730
51,30462
51,804
51,24419
51,24415
51,32165
51,20926
51,30678
51,33175
51,37919
51,24414
51,32166
51,32167
52,19791
52,20302
52,19988
52,24421
52,24422
52,7695
52,7697
52,7696
52,15869
52,55509
52,19792
52,15253
52,19793
52,15867
52,15868
52,15872
52,43323
52,19989
52,55509
52,16410
52,11040
52,15870
52,14719
52,52770
52,52771
52,15871
52,52265
52,52266
52,19787
52,19794
52,30678
52,28358
52,19989
52,19731
52,28359
52,7031
52,7033
52,5832
52,19795
52,52769
52,16412
53,30463
53,392
53,48688
53,30680
53,1564
53,31602
53,5383
53,30679
53,23727
53,32170
53,23991
53,5549
53,5550
53,5548
53,54738
53,5332
53,48487
53,48536
53,1365
53,24434
53,24433
53,24435
53,26912
53,54245
53,48133
53,17370
53,43882
53,23993
53,23992
53,23994
53,24431
53,38872
53,21975
53,32172
53,32171
53,27121
53,32171
53,33107
53,30223
53,12905
53,16191
53,47397
53,15196
53,41320
53,49154
53,24343
53,47309
53,23125
53,48141
53,28360
53,32173
53,44323
53,48741
53,37116
53,33108
53,24437
53,48062
53,48061
53,48315
53,48312
53,57314
53,57315
53,57291
53,57873
53,57877
53,57874
53,57685
53,57313
53,47422
53,48245
53,323
53,37397
53,57875
53,57876
53,48129
53,48132
53,48130
53,48131
53,48129
53,48130
53,48131
53,24423
53,24425
53,24424
55,54248
55,54247
55,31618
55,31619
55,24344
55,39499
55,39284
55,38921
55,39285
55,9516
55,9084
55,36325
55,36444
55,36445
55,36442
55,40514
55,47401
55,23989
55,36443
55,48247
56,16
56,28362
56,31620
56,28364
56,28363
56,28365
56,28366
56,17582
56,959
56,958
56,2238
56,2239
56,2240
56,1377
56,19796
56,24438
56,24158
56,24161
56,24168
56,17151
56,17286
56,17288
56,17287
56,17289
56,17290
56,17291
56,5458
56,1913
56,1367
56,1676
56,805
56,807
56,30681
56,30682
56,24439
56,24169
56,35649
56,55098
56,34940
56,35648
56,808
56,809
56,1652
56,1650
56,1653
56,1654
56,1651
56,1649
56,1655
56,1362
56,1367
56,1373
56,1368
56,1369
56,1375
56,1370
56,1372
56,1374
57,52585
57,45004
57,45005
57,45006
57,26953
57,26955
57,26954
57,26956
57,3889
57,3888
57,2847
57,6146
57,3890
57,7341
57,27123
57,19398
57,19339
57,30689
57,30618
57,30690
57,30684
57,30685
57,19323
57,19355
57,19356
57,19399
57,30464
57,30401
57,30701
57,27125
57,27124
57,30686
57,30702
57,30703
57,30687
57,29621
57,30688
57,29622
57,30704
57,30692
57,30693
57,30697
57,30698
57,30694
57,30057
57,30695
57,30699
57,30700
57,20303
57,20305
57,20304
57,24440
57,42498
57,41870
57,43185
57,21109
57,21104
57,21105
57,21110
57,21111
57,21106
57,21107
57,21108
57,4545
57,6148
57,6147
57,4984
57,38860
57,38862
57,38850
57,47163
57,43884
57,43883
57,32174
58,14590
58,14619
58,15144
58,14614
58,14933
58,15067
58,15268
58,14322
58,14321
58,14323
58,14614
58,15066
58,16519
58,14655
58,14595
58,15143
58,14410
58,15143
58,14596
58,14595
58,15143
58,11042
58,19669
58,19668
58,16264
58,10628
58,27366
58,15212
58,15143
58,14654
58,14514
62,1070
62,1065
62,1071
62,1378
62,1565
62,1677
62,1068
62,1069
62,41583
62,37564
62,40331
62,937
62,1379
62,19507
62,6154
62,33874
62,33871
62,23995
62,33235
62,33873
62,34367
62,2848
62,7924
62,36130
62,33621
62,5934
62,17037
62,5956
62,5740
62,5941
62,5953
62,5955
62,2849
62,5952
62,28370
62,28251
62,5949
62,6155
62,5950
62,5947
62,5625
62,14353
62,6153
62,8928
62,14695
62,14695
63,41154
63,4550
63,4149
63,13946
63,14362
63,13859
63,13347
63,13558
63,16354
63,15557
63,14807
63,14364
63,14588
63,14006
63,13694
63,5687
63,16183
64,23368
64,22306
64,21977
64,22307
64,22976
64,21968
64,17311
64,22308
64,22309
64,4151
64,4150
64,28346
64,28347
64,28371
64,3077
64,21380
64,3078
64,24378
64,6156
64,1670
64,37747
64,37749
64,37750
64,24360
64,22310
64,22311
64,9072
64,8959
64,24357
64,24378
64,24358
64,29661
64,22310
64,36798
64,24412
64,23496
64,22251
64,21722
65,16096
65,52775
65,16416
65,16414
65,16415
65,16415
65,30709
65,31627
65,14908
65,14611
65,31627
65,38830
65,38916
65,38931
65,13263
65,12330
65,11716
65,14593
65,14592
65,24421
65,38933
65,38932
65,14808
65,14809
65,14648
65,16261
65,16260
66,19732
66,19733
66,21159
66,21158
66,32177
66,21158
66,21192
66,21241
66,21160
66,21190
66,21155
66,21191
66,21242
66,21194
66,21186
66,21245
66,28311
66,28372
66,51136
66,21156
66,21193
66,21156
66,18753
66,21188
66,54454
66,41872
66,58455
66,21113
66,51138
66,51137
66,21248
66,28377
66,28378
66,28309
66,32178
66,21021
66,28373
66,28375
66,28376
66,21249
66,28374
66,4988
66,21247
66,21218
66,21156
66,21188
66,52776
66,55100
66,15873
66,39631
67,30804
67,30939
67,30941
67,30940
67,30652
67,30828
67,30943
67,30738
67,30945
67,54718
67,54717
67,47408
67,30838
67,30946
67,50785
67,52598
67,30885
67,30733
67,30742
67,6179
67,30947
67,30926
67,30664
67,30784
67,30934
67,30935
67,30643
67,30928
67,30820
67,30929
67,30925
67,30930
67,30659
67,30827
67,30782
67,30931
67,30927
67,28662
67,28661
67,28663
67,20558
67,30938
67,20559
67,24649
67,30936
67,30671
68,23734
68,28664
68,41378
68,43394
68,43389
68,43354
68,43523
68,41918
68,41892
68,44787
68,44788
68,43322
68,44789
68,43543
68,41769
68,42335
68,53001
68,43528
68,14934
68,43654
68,43358
68,43237
68,43546
68,43654
68,43658
68,43657
68,43656
68,33147
68,32420
68,43545
68,43373
68,36298
68,41789
68,14411
68,13565
68,30768
68,13572
68,13570
68,30790
68,30948
68,52763
68,8069
68,21666
68,53003
68,16327
68,52954
68,30623
68,13572
68,3701
68,35983
68,30022
69,45132
69,45342
69,44719
69,24445
69,53558
69,44719
69,45002
69,41017
69,45735
69,44720
69,30047
69,30058
69,30048
69,45133
69,45624
69,36506
69,30059
69,14036
69,1879
69,3929
69,2241
69,45454
69,50304
69,30050
69,49532
69,39889
69,45133
69,49533
69,49606
69,2850
69,50308
69,39888
69,30060
69,49769
69,51881
69,47898
69,47899
69,55514
69,49906
69,49395
69,49820
69,49716
69,49822
69,49821
69,6609
69,30
70,42576
70,44274
70,44275
70,42320
70,19644
70,13607
70,42321
70,51494
70,43723
70,43811
70,43331
70,42076
70,42075
70,43496
70,43039
70,43038
70,43095
70,41874
70,41866
70,43096
70,42077
70,44189
70,43332
70,43333
70,43097
70,43099
70,43332
70,43885
70,42877
70,43098
70,43334
70,52118
70,41765
70,41766
70,41768
70,41767
70,41770
70,51481
70,51495
70,5551
70,23369
70,42209
70,42210
70,49244
70,45309
70,43329
70,43330
70,4539
70,42749
70,41873
70,55512
70,45255
71,24173
71,24168
71,24176
71,24369
71,24172
71,31628
71,19541
71,24446
71,37565
71,37566
71,23131
71,24157
71,23995
71,6157
71,23996
71,24175
71,17311
71,30220
71,24174
71,30055
71,23995
71,27134
71,32180
71,21978
71,24448
71,30220
71,24337
71,37115
71,24449
71,24159
71,31976
71,32181
71,24334
71,21968
71,23997
71,27135
71,24378
71,36736
71,21600
71,36929
71,24449
71,23942
71,24390
71,24454
71,24452
71,24360
71,22978
71,23992
71,4152
71,24453
71,36928
71,22312
71,24450
71,24364
71,24357
71,24451
71,28307
71,36798
71,36799
71,23944
71,23943
71,36612
71,36930
71,36800
71,23903
71,38934
71,21601
71,21602
71,31629
71,23497
71,30706
71,24363
71,17521
71,24457
71,27136
71,24456
71,26958
71,36599
71,23901
71,23904
71,23902
71,24422
71,22315
71,22313
71,22316
71,21603
71,26791
71,23902
71,24422
71,29609
72,4205
72,9076
72,24032
72,22450
72,22449
72,23392
72,23986
72,23392
72,22354
72,21995
72,17311
72,21400
72,22022
72,26912
72,23004
72,22025
72,24916
72,21967
72,21892
72,23271
72,23272
72,24917
72,24454
72,21967
72,21892
72,23271
72,23272
72,30055
72,30732
72,21376
72,24513
72,21851
72,24911
72,24339
72,24775
72,21850
72,23005
72,21852
72,22026
72,22027
72,23173
72,23006
72,22028
72,30950
72,21401
72,22028
72,18821
72,32022
72,19380
72,18228
72,32002
72,23152
72,21968
72,24384
72,32343
72,32421
72,24913
72,24409
72,24382
72,24914
72,39391
72,39393
72,39390
72,9114
72,25
72,13861
73,24921
73,23408
73,23986
73,24918
73,23336
73,24354
73,24919
73,24920
73,21590
73,18823
