user_id,top1,top5
238,48478,48478 57921 32132 30048 37772
240,48478,48478 30048 15251 50432 29022
241,41873,41873 50418 51518 51705 35867
242,48478,48478 57921 24488 32132 30710
245,38062,38062 32169 38061 28572 30751
247,50432,50432 48001 50676 49422 3125
248,32132,32132 24488 8106 32122 6381
249,24414,24414 7321 42294 48478 4918
252,48478,48478 50432 30048 57921 32132
253,50432,50432 48001 6135 3700 2189
255,24488,24488 32122 57921 15251 24414
256,2870,2870 31631 6942 58523 26211
257,30751,30751 32132 14577 13607 32122
258,31601,31601 30048 24363 32132 51403
260,48478,48478 24488 51705 31601 32132
261,30048,30048 31156 55786 30710 3147
262,3700,3700 4918 48001 21610 32122
264,31139,31139 52843 43719 23549 38745
265,50432,50432 25085 32122 24488 49690
266,29756,29756 24488 30048 23520 2026
267,51705,51705 50432 51918 40253 50418
269,9634,9634 24359 40253 25004 51705
270,48478,48478 24414 37772 36596 30048
271,48478,48478 29807 43997 316 855
272,50432,50432 6135 6148 24355 38817
273,22109,22109 24649 32132 48605 11354
275,2189,2189 48001 37671 23989 37443
281,37772,37772 24414 22109 51546 25954
282,48478,48478 30048 3926 31156 49202
283,17804,17804 37443 41873 14577 50432
284,32524,32524 30751 51518 30796 13587
287,17804,17804 51705 41873 50432 17798
288,48478,48478 19447 29022 31601 6135
290,6135,6135 6148 50432 31601 51918
291,51705,51705 50432 35760 24359 51918
292,24414,24414 48478 23549 7321 22109
293,30048,30048 24355 23902 37401 24410
294,50432,50432 24488 29769 24378 6135
296,42338,42338 13717 24488 30048 42294
297,15251,15251 50432 50418 24488 25589
298,51705,51705 25589 6758 50432 17804
300,24488,24488 50432 6135 43939 6148
302,24488,24488 28710 32122 50432 5986
304,31601,31601 30048 30751 38062 32132
305,47327,47327 24488 40883 57062 15251
306,31601,31601 48478 24355 30751 31533
307,13607,13607 39074 24488 30047 32169
308,3294,3294 24344 48478 24675 37443
309,30048,30048 48478 37772 32132 24414
311,24488,24488 41873 17804 35875 24414
312,30048,30048 13607 30751 30047 32169
313,4918,4918 36978 47327 24488 15251
314,30048,30048 30047 31601 32132 48478
315,38064,38064 13607 22661 44422 45539
316,48478,48478 28252 13607 24488 14577
318,13607,13607 30047 24414 32132 30048
319,50432,50432 37443 38817 24410 48001
320,48478,48478 49678 51518 49677 21658
321,48478,48478 51705 32132 14577 25954
322,48478,48478 14577 24488 3700 41873
323,48478,48478 24488 51518 51705 50418
324,9,9 30048 31601 21558 30001
326,51705,51705 23549 48478 50432 35095
327,6135,6135 24355 25786 6148 30048
328,51705,51705 41873 17804 11354 37389
329,50432,50432 56018 40258 50374 40233
330,25085,25085 24488 15251 50432 32122
333,48478,48478 38064 30710 42294 31167
334,13607,13607 48478 24488 6135 28252
335,48478,48478 50418 6135 31601 13607
336,48478,48478 42294 30710 24488 57921
337,50432,50432 24488 42594 38817 48001
338,16221,16221 58174 57921 23549 38745
339,48478,48478 37443 51705 37227 50432
340,6148,6148 9634 6135 50676 24355
341,37772,37772 51705 22109 35462 45705
343,51705,51705 50432 25589 23549 35095
344,25085,25085 15251 6135 49690 5590
345,48478,48478 24414 4918 42294 30710
346,6135,6135 50418 50432 45405 51705
348,47368,47368 31601 30617 24364 14149
349,24355,24355 6148 29769 4982 31601
350,50418,50418 41873 42770 17804 17798
351,48478,48478 31601 30048 32132 51177
352,50432,50432 38745 51705 35095 23549
353,50432,50432 41873 50424 50418 49267
354,31601,31601 50432 13607 6148 6135
356,38064,38064 48478 30710 53770 30048
357,24414,24414 36596 57921 11354 37772
358,30048,30048 48478 29769 29022 32132
359,41873,41873 24488 17804 50432 32122
360,38064,38064 48478 13607 37227 24983
361,48478,48478 24414 57062 24488 57921
362,42082,42082 32132 48478 30678 24488
363,24488,24488 9114 31631 57801 25085
365,51705,51705 17967 7026 50432 25589
366,48478,48478 51705 51486 24649 32132
367,48478,48478 1964 24488 42594 51546
368,50432,50432 24488 48478 32122 6135
369,22109,22109 44422 45952 51546 34782
370,50418,50418 24488 48478 13607 41873
371,30048,30048 31665 30751 29769 24567
372,50432,50432 49422 37443 9634 51705
374,50432,50432 56018 48001 37443 35095
375,50432,50432 6135 30423 48746 576
376,41873,41873 50418 51705 48478 17804
377,51918,51918 50432 56018 3125 51705
378,48478,48478 19479 57027 52174 17804
379,41873,41873 24488 6758 17804 28710
380,48478,48478 30048 6148 31631 32132
382,48478,48478 24488 13607 6135 50432
383,13607,13607 31601 48478 30047 3294
384,24488,24488 29769 5986 24378 30048
387,31601,31601 13607 30048 30751 32132
390,35875,35875 25798 37443 20770 34405
394,51705,51705 57921 48478 42294 55859
395,24414,24414 7321 48478 42294 4918
396,8106,8106 29769 38817 24488 6158
398,13607,13607 30751 31601 28252 24410
399,24648,24648 13607 31601 33125 29661
401,45405,45405 24488 50424 42594 37443
402,41873,41873 51518 50418 6758 24488
404,24488,24488 31601 29769 13607 32132
405,17804,17804 41873 50418 51705 9034
406,24488,24488 17804 50432 45405 3700
408,24488,24488 51928 40883 43996 48478
409,30048,30048 52843 30052 53179 13607
411,48478,48478 6135 24488 31601 13607
412,23549,23549 31108 43719 53967 20770
413,41873,41873 37443 51705 6381 48478
415,51705,51705 24488 17804 50432 28710
416,37772,37772 24414 36596 36978 51705
419,6135,6135 48001 38305 41876 50676
420,48478,48478 32132 31601 50432 19447
421,48478,48478 29769 24488 21658 6135
424,48478,48478 24334 57921 32132 44064
425,32122,32122 24488 30048 25085 3700
426,50432,50432 6135 6148 24488 41341
431,15251,15251 48478 24488 50432 29769
432,17804,17804 24488 25589 50432 35875
433,41873,41873 24488 51705 6758 9114
434,6135,6135 24355 4982 29769 6148
436,50418,50418 6758 42603 41873 12605
437,51705,51705 50432 17967 25589 48478
438,57921,57921 35462 51705 24344 34160
440,31601,31601 30796 30751 29010 49709
441,23549,23549 32122 50432 43719 24488
443,50432,50432 3125 35095 43433 23549
445,24488,24488 48478 42594 32122 41873
446,30048,30048 48478 51486 32132 51705
447,51705,51705 41873 57921 35462 11168
448,48478,48478 30048 57921 16221 23549
450,37772,37772 32132 48478 31631 48604
451,23549,23549 51705 58174 32249 31108
452,50418,50418 48478 50432 6135 51705
453,51705,51705 48478 23549 7321 24414
455,41873,41873 51705 32132 35462 31631
456,28252,28252 25954 9114 47100 40166
457,24488,24488 50432 6135 50418 51705
458,48478,48478 13607 29769 32132 29661
459,50432,50432 23549 43719 6135 35095
461,51705,51705 23549 48478 57921 7321
462,32132,32132 57801 31631 24488 25085
463,48478,48478 24488 29769 29022 50432
465,51705,51705 7321 51177 51486 29920
466,37772,37772 57921 23549 6381 48604
468,48478,48478 31601 45345 48861 37443
469,51705,51705 17804 35875 50418 25589
470,6135,6135 13 6148 48746 30048
471,51705,51705 50432 51518 35462 51918
472,50432,50432 6148 51918 6135 51705
474,31601,31601 51486 6133 32524 30617
476,48478,48478 6135 50418 37443 24488
477,50432,50432 6135 17804 6758 24488
478,30048,30048 48478 29769 50432 24378
479,48478,48478 24488 57921 32132 22109
480,3700,3700 30751 14577 24488 30048
481,6148,6148 6135 50432 29769 31601
482,48478,48478 30048 24488 32122 31601
483,24488,24488 29769 48478 42594 25085
485,50418,50418 48478 41873 50417 51705
486,51177,51177 24414 31638 40883 24378
487,30048,30048 51177 48478 30866 44240
489,17967,17967 50432 17804 6758 41341
490,2189,2189 50432 37671 6135 48478
492,48478,48478 51705 7321 24488 35875
494,24410,24410 24355 31533 30001 30751
495,32122,32122 24488 3700 17804 41873
496,15251,15251 24488 32122 50432 45705
498,37772,37772 51705 26211 3125 6381
502,29141,29141 37443 9298 30048 46702
503,48478,48478 49678 51486 50418 30710
504,41873,41873 13607 32132 31601 51518
507,41873,41873 6758 50418 51705 28710
509,24488,24488 42082 50432 29769 13
510,17804,17804 50432 15251 9034 25589
513,42594,42594 32122 24488 50432 38817
514,30048,30048 24378 13607 30751 5960
515,30048,30048 31601 24334 24648 24391
517,37443,37443 22661 48478 32132 1964
518,13607,13607 29769 48478 30751 31601
519,45405,45405 51705 56018 50418 50432
520,50418,50418 41873 4149 42294 49677
521,51705,51705 48478 23549 7321 37443
522,48478,48478 30048 24488 37227 1964
524,23549,23549 3125 31108 38745 58174
525,13607,13607 29010 30732 32169 30047
526,24488,24488 30048 42594 32122 32167
527,47327,47327 32122 24488 37517 28715
529,50432,50432 51705 35462 6135 31601
531,30048,30048 43997 39112 30564 37121
533,13607,13607 31601 24488 30048 30047
534,51705,51705 51486 48478 7321 51177
535,2189,2189 35875 48478 20770 23549
536,48478,48478 4918 24488 57921 15251
537,24488,24488 32122 42594 31601 13607
538,48478,48478 51705 42294 14577 37443
540,50432,50432 24488 6135 41341 15251
541,25085,25085 30048 24488 29769 31601
543,24488,24488 48478 31601 29756 29769
545,37443,37443 3125 48478 23549 47100
547,22109,22109 24414 34782 51546 45705
548,48478,48478 4918 21608 21610 7321
549,41873,41873 51518 50418 24488 57921
550,48478,48478 57921 37443 51720 24675
551,56018,56018 50432 45405 3125 31139
552,49393,49393 24410 37443 52857 30751
553,4918,4918 48478 15251 21610 48346
554,24488,24488 28715 50546 13607 4936
555,30796,30796 30751 31601 32524 30732
556,48478,48478 42294 35875 50418 3700
557,48478,48478 24488 42294 51705 14577
558,48478,48478 57921 7321 51705 16221
560,36978,36978 24414 4918 24488 42294
561,17804,17804 50418 50432 9034 35875
563,50418,50418 2189 48478 42294 35875
566,50432,50432 51705 51918 24359 25085
567,29769,29769 6148 6135 24488 30048
568,32122,32122 15251 37443 48001 24488
570,24488,24488 50432 6135 29769 6148
571,24410,24410 13607 31601 30048 30732
575,48478,48478 7321 30710 42294 31601
577,48478,48478 24488 51705 50432 14577
579,31601,31601 30732 13607 30751 24488
581,48478,48478 51705 57921 42294 23549
586,17804,17804 45405 50432 51705 24488
587,52830,52830 41774 33384 224 48478
588,24488,24488 15251 48478 3700 4918
590,13607,13607 30048 30751 31601 29756
592,41873,41873 9114 50432 31631 57801
593,30047,30047 32132 51177 30048 13607
594,50432,50432 15251 24488 6135 17804
595,24488,24488 48478 42294 29769 224
596,48478,48478 57921 24488 37772 24414
597,51705,51705 51486 50432 51918 51518
598,48478,48478 48001 2189 24488 6135
599,4181,4181 30048 32132 48478 6072
601,57921,57921 21607 4918 24414 48478
602,48478,48478 30710 42294 13607 7321
603,37443,37443 2189 38745 47337 22661
604,30048,30048 38064 24378 24410 37872
605,30048,30048 6631 38064 48478 5960
606,50432,50432 24488 15251 25085 32122
607,48478,48478 40883 24488 19447 13717
610,42294,42294 24488 14577 3700 48478
613,48478,48478 42294 7321 224 13607
614,41873,41873 24488 51518 11354 13607
616,48478,48478 24414 30710 30048 31638
617,48478,48478 42294 24414 24488 7321
618,48478,48478 42294 4918 24414 7321
619,32132,32132 51705 48478 24488 51486
620,44639,44639 30048 51177 30751 6779
622,50418,50418 8729 47327 15251 52843
624,24488,24488 42594 48478 14577 29769
625,46691,46691 48478 30048 34093 38064
628,51705,51705 34160 35760 51486 51918
630,41873,41873 24488 13607 14577 48478
631,50432,50432 50418 51705 24488 52843
633,48478,48478 13607 224 30047 30751
634,3294,3294 48478 13607 38064 31601
635,48478,48478 24488 3700 14577 32122
636,13607,13607 31601 30751 30047 32169
638,50432,50432 41341 6758 25589 15251
639,48001,48001 15251 32122 24488 42594
641,51705,51705 50432 51918 15251 19447
642,41873,41873 48478 50418 32524 13607
643,50432,50432 31601 24488 17967 24397
645,31631,31631 1767 48911 46980 43918
646,48478,48478 42294 224 37227 29769
648,51918,51918 51705 48478 39218 19447
651,3700,3700 24488 48478 14577 32122
652,48478,48478 42294 24414 4918 29022
653,37443,37443 49393 41873 34405 29141
654,51705,51705 35760 31631 35462 41873
656,6148,6148 24488 6135 48478 13607
657,51705,51705 41873 13607 30796 31607
658,24488,24488 32122 48478 42594 29769
659,48478,48478 42294 14577 3700 49677
661,25085,25085 29769 24488 30048 24334
662,51705,51705 51918 35462 33868 50432
664,48478,48478 30048 32132 13607 24414
665,50676,50676 57256 33355 3505 52605
666,37443,37443 6381 50424 50252 24164
668,15251,15251 47327 24488 3700 25238
669,30048,30048 24363 53179 8106 30052
670,48478,48478 42594 6135 24488 52843
673,24410,24410 48478 6135 224 3294
674,24488,24488 50432 32122 6135 37443
675,24488,24488 48478 29769 6135 42594
676,50432,50432 31601 51705 30048 48478
677,30048,30048 24488 6148 31601 6135
679,38064,38064 41124 48478 31601 18810
680,48478,48478 57921 42294 37443 51705
681,24488,24488 48478 4918 32122 42294
682,36596,36596 15251 20770 17804 9034
683,48478,48478 31601 13607 29769 30047
685,29769,29769 24488 48478 224 6135
687,48478,48478 24414 30710 38064 30048
689,37443,37443 22661 47100 29141 25954
690,6135,6135 50432 47506 41341 30423
693,41873,41873 48478 17804 50418 24488
694,29661,29661 32524 50317 41873 23132
698,50432,50432 51705 35760 34160 35462
699,24488,24488 48478 3700 32122 29769
701,51918,51918 50432 30617 51705 6148
702,31631,31631 31601 32132 8106 52843
703,31601,31601 30751 29010 30796 30048
705,13607,13607 28252 31601 30048 30047
706,24488,24488 42594 32122 48478 3700
709,41873,41873 32132 6381 8106 13607
710,48478,48478 51705 50418 7321 20770
713,24488,24488 50432 25085 5986 30048
714,41873,41873 50418 7321 51705 35875
715,24488,24488 48478 14577 42294 3700
720,45101,45101 51486 51833 31601 9634
721,51073,51073 24983 50418 50546 27194
722,19438,19438 8106 30048 24488 37443
723,50432,50432 6135 49690 45405 24488
724,30048,30048 24488 42594 29769 32122
726,50418,50418 50432 6135 51705 38745
727,50432,50432 38745 17804 41873 49422
728,7321,7321 48478 48346 42294 4918
730,5590,5590 32122 50432 15251 56018
733,50432,50432 3125 37443 23549 38745
734,48478,48478 51705 37443 32132 19447
735,20770,20770 23549 53967 2189 15251
736,4918,4918 15251 48001 2189 32122
737,50418,50418 51518 15251 24488 48478
742,50418,50418 48478 35875 41873 24488
744,17804,17804 50418 51705 41873 17798
747,24410,24410 48478 1964 48001 52830
749,48478,48478 7321 24414 57921 16221
750,50432,50432 25589 24488 15251 6135
752,48478,48478 3700 14577 24488 29769
754,3700,3700 43810 24488 48478 15251
755,48478,48478 53770 21610 30590 37517
756,24414,24414 48478 7321 4918 42294
757,4918,4918 48478 24414 14577 57062
759,30751,30751 24378 13607 24488 38064
760,50432,50432 31108 48478 43719 23549
762,35875,35875 48478 20770 23549 50418
763,50432,50432 6135 48001 42594 24488
764,30751,30751 48478 13607 24410 45539
765,51918,51918 50432 6148 37482 35462
767,24410,24410 57081 56676 30751 48001
769,24488,24488 42082 29769 30048 50432
770,48478,48478 14577 3700 32122 37227
773,36596,36596 23549 24414 16221 34828
774,48478,48478 50661 6133 50418 13607
776,37443,37443 50432 51705 38745 11092
777,30048,30048 31601 30052 32132 8106
778,20650,20650 30048 24488 43719 29769
779,49677,49677 48478 41873 4149 42770
782,13607,13607 31601 24488 30751 30047
784,31601,31601 30048 56384 13607 48478
785,51705,51705 31108 50432 43719 23549
786,41873,41873 17804 6758 9114 37067
787,51705,51705 37772 11354 14648 48604
788,24488,24488 6615 15251 31601 42594
789,50432,50432 15251 25589 8182 6135
791,37443,37443 6381 32132 39579 7931
792,51705,51705 50432 7026 25589 15251
794,31631,31631 32132 6381 48478 51705
795,41873,41873 37067 11354 13587 31631
796,31631,31631 31601 38061 32455 32132
797,25085,25085 50432 15251 32122 5986
799,37443,37443 3125 49422 30548 4058
800,50432,50432 51705 25589 51918 31108
802,3700,3700 48001 15251 32122 2189
805,35875,35875 48478 24414 42294 24488
806,6135,6135 50418 50432 50676 30617
807,48478,48478 7321 50418 42294 51705
808,23549,23549 36596 30048 58174 36978
809,3700,3700 50370 30048 21554 32122
810,30048,30048 48478 30773 29769 1964
815,13607,13607 19146 48478 21607 48878
818,50418,50418 48478 50432 17804 52174
820,48478,48478 38064 24983 30047 13607
821,13607,13607 38064 48478 24488 29756
822,48478,48478 2189 14577 24488 3700
823,51705,51705 17804 50418 31108 41873
824,30048,30048 48478 24355 50432 29769
825,35875,35875 36596 17804 20770 24414
826,30048,30048 29174 28358 50374 16126
827,24488,24488 32122 42594 3700 52843
828,50432,50432 49422 6135 3125 37443
831,11354,11354 32132 57921 37772 37067
832,51705,51705 50432 50418 55859 23549
833,30048,30048 24488 29769 32122 42082
834,11354,11354 24414 37772 36978 57921
838,31601,31601 51486 51518 32524 32250
842,30048,30048 13607 48478 3294 1964
843,50432,50432 51705 25589 35462 15251
844,7321,7321 2189 57921 35875 48478
845,45405,45405 17804 3700 50432 25589
846,4918,4918 15251 20770 36596 36978
847,24488,24488 29769 25085 50432 42594
848,50432,50432 51705 51918 10469 45405
849,4519,4519 25954 23549 19937 26211
850,48478,48478 23549 16221 57921 24414
851,48478,48478 50418 7321 51705 24488
852,48478,48478 51546 24488 37772 22109
853,13607,13607 38064 30047 27268 24488
854,37443,37443 6381 47100 38745 3125
855,23549,23549 57921 48478 38745 35095
856,21607,21607 30048 48478 4918 21608
858,57921,57921 41098 16221 11168 7931
859,24410,24410 21607 4918 30048 48478
860,41873,41873 9114 57801 42594 24488
861,51918,51918 51705 35462 50432 35095
862,57921,57921 37772 44064 6381 51546
863,48478,48478 31638 24488 3700 32122
866,35462,35462 51518 32132 31601 57921
868,24414,24414 22109 25954 35911 37772
870,11354,11354 41873 43533 22109 52218
872,50418,50418 51705 17804 27883 41873
874,6105,6105 47795 24414 44217 48604
875,56018,56018 50432 6135 15251 43719
876,30048,30048 29769 25085 28358 39559
877,41873,41873 9114 17804 19228 51705
878,48478,48478 24488 35875 50418 3700
880,36978,36978 37772 24414 36596 57921
881,44088,44088 30048 24363 31139 3926
883,51705,51705 50432 35095 40253 55859
885,23549,23549 16221 36596 15083 43719
886,37443,37443 51705 49422 50424 3125
887,4918,4918 20770 48478 15251 36596
888,51705,51705 41873 51486 31631 6758
889,31631,31631 41873 31533 6381 41423
890,6135,6135 24488 48478 37443 50432
891,48478,48478 30048 13607 30710 24488
893,1767,1767 29756 31631 7949 41515
894,31156,31156 13607 30710 29769 21477
895,30048,30048 48478 29807 31167 31156
896,48478,48478 24488 31601 29769 13607
897,57921,57921 51705 35462 33868 16221
898,4918,4918 21607 41212 2189 20770
899,24488,24488 48478 3700 42294 13717
900,50432,50432 50418 37443 38745 15251
901,24488,24488 28710 50432 48478 29769
905,8106,8106 24488 13607 48478 42594
906,31629,31629 23995 48478 31638 24378
907,17804,17804 51705 41873 11354 885
910,6381,6381 47100 57801 8106 45114
911,24488,24488 48478 29769 6135 3700
912,6135,6135 6148 38494 8728 47628
915,31601,31601 51705 24488 48478 50432
916,6135,6135 6148 48478 52843 29769
918,41873,41873 31631 6758 50418 35462
919,51705,51705 51918 50432 35095 35760
920,30048,30048 48478 30751 29769 24488
922,30048,30048 24344 37443 48478 24410
924,24488,24488 40883 48478 51177 57062
925,48478,48478 4918 51928 57921 15251
926,32122,32122 24488 4918 15251 48478
927,31631,31631 15251 37772 6381 45705
928,38064,38064 30048 7321 6138 49750
929,30048,30048 13607 24488 29769 28252
930,30048,30048 35462 57921 48478 31631
931,50432,50432 51705 38745 23549 35095
932,30751,30751 2189 7321 37227 24410
934,47802,47802 41873 51580 52482 24378
936,50418,50418 52843 48478 57921 8729
937,51705,51705 41873 17804 31631 19228
939,32122,32122 24488 15251 50432 45705
940,31631,31631 11354 37772 885 17804
941,50432,50432 50374 13 51918 5986
943,23549,23549 16221 3125 38745 51705
944,11354,11354 41873 31631 20983 51705
946,51705,51705 23549 31108 57921 17804
947,50432,50432 51705 51918 25589 35462
949,31601,31601 48478 32132 13607 30048
950,48478,48478 32132 31601 30048 24466
953,51705,51705 17967 24488 17804 41873
954,24414,24414 7321 35875 26242 42294
955,31601,31601 30751 51486 32524 48478
957,44064,44064 32132 48478 57921 29769
958,32132,32132 48478 30048 32122 57921
959,51705,51705 17967 17804 25589 50432
960,41873,41873 57921 22109 32132 25732
962,48478,48478 32132 24488 24414 22109
963,41873,41873 51518 24488 6758 50418
964,13607,13607 38064 48478 30048 24414
965,37443,37443 23549 52174 32249 48478
967,51705,51705 37772 23549 32249 50432
968,31601,31601 30048 13607 38067 32132
971,41873,41873 50418 38745 57027 50432
973,48478,48478 32132 32122 31638 30773
974,48478,48478 13607 24414 24488 29173
975,14577,14577 3700 30048 42082 4181
977,4918,4918 21608 30048 2189 48478
981,9114,9114 31631 6758 17804 57801
982,57921,57921 37772 24414 24488 15251
983,2189,2189 56018 48001 4058 43719
986,48478,48478 7321 42294 13607 30710
987,24488,24488 48478 32122 3700 4918
989,30048,30048 24488 32132 32122 43996
990,41873,41873 50418 24488 42770 50432
991,50432,50432 6135 24488 49690 30751
992,22661,22661 27363 22109 34782 45952
993,32132,32132 30048 48478 30047 7867
994,41873,41873 24488 31601 13607 13587
997,24414,24414 36596 36978 48478 4918
998,30048,30048 32132 43997 5106 43744
999,24414,24414 24488 48478 42294 3700
1000,50418,50418 41873 31601 52843 6135
1001,50432,50432 6135 25589 48478 17967
1003,29769,29769 31944 6135 30048 24070
1004,50418,50418 17804 35875 25589 15251
1005,48478,48478 24414 7321 11354 51177
1006,50432,50432 15251 8729 6135 35095
1008,51705,51705 23549 50432 20770 17804
1009,24410,24410 48001 57081 56675 38817
1011,31638,31638 30773 42294 31624 21554
1013,31601,31601 49415 48861 6133 32771
