user_id,top1,top5
141,38062,38062 37906 46229 38817 27262
147,39638,39638 56106 43345 46552 42582
148,16117,16117 12016 12477 14110 16792
150,50528,50528 12713 54432 12712 51520
151,26320,26320 34176 17209 21930 8380
152,46794,46794 53774 54639 54799 52897
153,37352,37352 27366 26795 52511 37567
154,40827,40827 21376 4253 39643 13097
155,6229,6229 19452 13103 21859 45920
156,30466,30466 56860 40791 30719 41055
157,40524,40524 7852 13120 11955 56465
158,27945,27945 40760 39395 39451 33333
159,24172,24172 52985 12762 51563 24334
161,56103,56103 56086 52735 47794 47795
165,48760,48760 13097 11875 44910 49062
166,11747,11747 53678 40865 55844 40864
167,53649,53649 53766 52674 53678 40841
171,40796,40796 12703 17860 12815 43646
173,54725,54725 54819 46895 54970 54719
174,53678,53678 24372 47327 14364 49476
175,40524,40524 48671 21376 50607 13097
176,9335,9335 11875 11760 45885 12477
177,54486,54486 44453 44436 45163 44452
178,44198,44198 48888 11911 24172 27123
181,49152,49152 51178 53840 48957 53839
182,52766,52766 52840 54717 52767 55609
183,14728,14728 14758 56860 34412 43537
184,53726,53726 51143 52471 56860 7408
185,28698,28698 28581 31601 28991 28309
186,47790,47790 56053 53704 36188 40376
187,36766,36766 47790 40796 36768 36953
188,44750,44750 5981 7500 9335 18184
189,51805,51805 27480 49405 53426 54479
193,6649,6649 8068 9642 15358 15740
194,53320,53320 52897 50766 32472 44767
195,23118,23118 27112 23013 17321 10680
196,40760,40760 39930 40002 40051 38864
198,37115,37115 51821 46895 47733 54384
199,43545,43545 43544 52954 33186 43345
200,51490,51490 51522 33146 51489 38054
201,11757,11757 45138 49396 35536 44559
204,7408,7408 19976 2547 45885 14110
205,53569,53569 54393 51813 53825 38803
207,43373,43373 48649 43095 43723 12780
209,40660,40660 40513 33514 40616 40512
210,27366,27366 37114 40210 32006 26795
211,46895,46895 56086 52721 39643 51026
212,47372,47372 56446 56598 10956 24372
213,52420,52420 48746 50492 50496 51887
214,40827,40827 47733 21443 10640 34815
215,40827,40827 13607 36208 50081 37061
218,53619,53619 51177 48502 53704 33873
219,54791,54791 51563 54241 52710 31708
221,33871,33871 44072 44128 2913 40827
222,45493,45493 50112 38062 54254 51212
223,41069,41069 51278 51277 41101 24007
225,47372,47372 52495 44279 45749 44334
227,57171,57171 3294 21913 52463 57158
230,57856,57856 57845 53678 54778 54717
231,21718,21718 37724 11875 49707 37728
232,33293,33293 49713 24908 39919 52121
233,50907,50907 45154 46165 32372 32369
234,49940,49940 32523 10956 56598 47372
235,51540,51540 51932 45447 51522 18416
236,23891,23891 28201 1450 28202 33873
237,24172,24172 30048 30052 30466 29661
238,8932,8932 9335 10441 10095 11318
240,57162,57162 14110 45885 45866 46794
241,37569,37569 43342 27393 45447 40804
242,50134,50134 52984 54785 50866 55273
245,50364,50364 51522 51813 51563 52750
247,56022,56022 37776 46886 46621 44807
248,40748,40748 21913 56164 54420 41373
249,56103,56103 18473 35291 50140 56164
252,52420,52420 51887 50496 14364 48894
253,52017,52017 47372 52726 40791 51177
255,12805,12805 10500 13883 47372 51830
256,46895,46895 47372 51830 51490 36151
257,51522,51522 37061 40243 5783 39138
258,47372,47372 26739 51813 19452 57608
260,51627,51627 7408 53259 18480 28201
261,43177,43177 27945 21677 37777 22259
262,40748,40748 49940 12740 51522 53711
264,47728,47728 802 54461 53678 51026
265,40827,40827 39753 56803 50237 49476
266,40791,40791 9683 37875 11747 6962
267,40791,40791 47372 49484 40338 57257
269,10640,10640 36953 2913 35865 36766
270,19465,19465 40094 12791 12441 26419
271,54755,54755 50583 5011 45885 40827
272,37115,37115 47372 51242 2245 40338
273,14358,14358 14353 51273 37569 52318
275,45885,45885 40827 9196 54755 14521
281,16455,16455 24157 12950 37569 46895
282,40827,40827 47327 48888 52897 49085
283,52726,52726 2885 8039 37396 29847
284,51501,51501 37106 56860 58158 47507
287,57029,57029 46983 47785 57033 48099
288,12712,12712 12713 56010 37501 24185
290,41437,41437 41436 51143 21376 41361
291,56103,56103 47790 47791 56088 47718
292,54552,54552 37428 52879 45808 21963
293,11911,11911 48888 49713 23118 13347
294,52911,52911 53678 52910 14364 54717
296,39919,39919 55247 26425 53259 56278
297,50583,50583 50582 19955 7242 10640
298,23013,23013 33748 55787 19521 17464
300,34641,34641 38062 38302 46552 56434
302,33146,33146 47372 46425 46895 56103
304,2913,2913 29314 7242 49018 45885
305,39503,39503 40760 26383 26381 26402
306,53678,53678 43104 46599 53320 43105
307,45952,45952 54300 51918 54639 40841
308,57171,57171 47372 47728 57176 47733
309,13043,13043 53049 51177 35865 40524
311,46895,46895 44364 8641 38949 12762
312,46790,46790 46554 46794 46783 46980
313,43104,43104 52897 43043 43062 46425
314,43043,43043 43062 22251 45122 43061
315,49415,49415 50108 50489 50377 52922
316,46226,46226 33168 9498 44128 33873
318,48887,48887 52937 52816 51520 48760
319,6517,6517 40791 28353 38217 23118
320,53792,53792 38024 38025 40760 9217
321,19976,19976 38025 54552 51758 33293
322,46895,46895 45909 53743 45917 45924
323,48888,48888 37601 45139 47372 57207
324,51819,51819 9652 51566 52897 52873
326,19465,19465 38054 37114 40760 31624
327,38062,38062 39738 37521 37517 32236
328,14780,14780 33985 17405 56288 14774
329,40827,40827 48760 23518 8380 49657
330,33873,33873 45493 34777 44750 37906
333,55609,55609 46794 52766 49713 47032
334,45885,45885 55311 45866 9335 39753
335,45266,45266 47372 15689 56875 35198
336,9335,9335 57700 23013 612 619
337,35520,35520 47457 40034 42512 39902
338,24692,24692 51501 40760 50349 55095
339,10681,10681 9619 45467 45088 52922
340,34368,34368 39375 39503 37402 51563
341,3463,3463 3017 3427 10640 2880
343,54431,54431 24043 40752 27945 55609
344,48888,48888 45885 53678 49468 57162
345,39696,39696 39138 40210 52985 46895
346,14364,14364 15849 33146 57171 6229
348,55082,55082 55338 34313 48273 51208
349,29085,29085 51487 25851 39186 25852
350,3306,3306 49468 6482 3040 3039
351,51145,51145 26638 26639 47327 52021
352,54499,54499 54199 53619 54742 1428
353,5336,5336 5315 48888 18678 44436
354,46794,46794 10513 50064 53661 46895
356,39696,39696 40222 39660 40155 39695
357,36766,36766 23518 37352 19452 21769
358,37396,37396 30256 37201 15997 16036
359,40748,40748 38408 35515 40599 9997
360,23132,23132 16405 46895 55074 54377
361,49842,49842 48180 54619 49018 49484
362,47338,47338 47327 48749 54994 47339
363,39368,39368 37115 49472 37396 29769
365,56561,56561 56707 56568 57569 52723
366,10005,10005 36766 36768 38407 10097
367,37798,37798 30467 49707 30640 49522
368,54244,54244 44750 6229 6140 3294
369,42321,42321 43345 42337 44334 45094
370,24372,24372 44559 34337 13347 29871
371,51830,51830 51918 54040 55188 55316
372,52124,52124 37569 51932 37423 46794
374,45885,45885 40827 53272 44559 7408
375,47372,47372 40791 47687 51540 37601
376,40752,40752 14821 45139 22256 54768
377,51540,51540 17174 12410 10721 24157
378,11747,11747 52100 39638 20327 12110
379,12201,12201 44334 39112 51540 45489
380,52723,52723 38062 39035 43646 46651
382,11071,11071 10640 21376 10973 2913
383,4181,4181 48760 40791 56860 47327
384,54755,54755 57206 54432 52756 52873
387,30052,30052 29756 30048 30055 29780
390,51522,51522 51821 50932 51561 17321
394,39498,39498 40060 39627 39626 38920
395,44721,44721 48760 38565 37283 54331
396,8380,8380 49062 37906 47372 33146
398,57029,57029 42791 10695 28801 49095
399,53726,53726 39498 46895 51501 23302
401,52839,52839 53774 53772 57206 54300
402,50907,50907 47672 58190 44778 48888
404,51482,51482 54717 51540 51143 52471
405,51177,51177 54742 49396 52910 56727
406,55158,55158 55157 55155 55154 31226
408,24157,24157 54810 35760 33293 24032
409,54432,54432 51522 46794 40748 51796
411,39074,39074 38771 38722 35807 35812
412,14774,14774 17405 52511 16003 24172
413,2017,2017 5783 2039 27572 3294
415,38391,38391 36957 56465 36896 40760
416,36953,36953 49484 49842 49820 16421
419,53419,53419 20887 38391 56446 16117
420,30120,30120 38803 27268 51648 54614
421,46226,46226 48376 48302 27520 30476
424,16444,16444 17174 23013 48972 51853
425,32236,32236 38062 32423 28698 32120
426,37364,37364 26795 25353 12780 43723
431,37371,37371 51273 27945 41100 54866
432,31601,31601 30617 30471 33125 31597
433,34489,34489 49476 14364 34653 39643
434,43048,43048 43100 43355 52095 43136
436,10640,10640 40827 49657 2026 53678
437,10640,10640 10095 10005 6227 3078
438,7242,7242 5833 9335 7118 5011
440,49707,49707 49644 11392 57207 47718
441,46858,46858 16320 13619 53726 42759
443,35865,35865 47764 54838 54896 55659
445,57206,57206 38231 31679 56213 56878
446,52735,52735 47372 47737 17874 53053
447,37061,37061 29308 47718 56086 14397
448,38062,38062 48099 57033 56860 47566
450,43646,43646 43355 43155 15504 21076
451,56058,56058 56251 56150 3137 10258
452,40827,40827 48760 44910 47372 9196
453,19465,19465 26414 24157 30020 24172
455,57324,57324 30496 44305 17174 57166
456,56092,56092 51177 51932 48449 48502
457,46895,46895 37201 54277 38025 23132
458,51143,51143 51540 11747 13679 54276
459,50013,50013 33873 49707 40592 24908
461,25361,25361 13097 20740 34499 49062
462,54300,54300 51853 54655 54716 47506
463,53678,53678 48888 44816 46425 44856
465,45952,45952 52726 44305 49483 44721
466,47790,47790 46920 46931 46930 46952
468,45657,45657 38135 45658 50529 47080
469,48749,48749 8380 30854 32213 56598
470,32444,32444 38054 31628 38062 51819
471,36766,36766 10640 45885 2913 36768
472,48749,48749 55108 52840 49396 40243
474,46116,46116 6148 46067 54362 46149
476,2913,2913 3078 17965 10640 935
477,51773,51773 40841 40034 11892 38062
478,29756,29756 22348 50178 48090 39498
479,45885,45885 10640 56803 11747 11765
480,54316,54316 54603 21471 18839 54681
481,54755,54755 51026 40827 39643 12477
482,26429,26429 35917 26427 36188 27757
483,19465,19465 41069 35058 52723 35606
485,17204,17204 17321 8742 34368 14368
486,10640,10640 51143 19592 21376 4253
487,9196,9196 45998 40827 57608 39643
489,27112,27112 36953 44750 44807 46232
490,40827,40827 21376 10498 12805 23268
492,40824,40824 41019 56205 57470 56375
494,52897,52897 52766 54717 54432 52839
495,41069,41069 16700 21376 16702 23142
496,51143,51143 52766 14353 23013 51853
498,39643,39643 52735 56086 47738 56088
502,46895,46895 40827 54393 51813 38062
503,10640,10640 10278 10720 40827 9690
504,51242,51242 53726 54923 53320 17112
507,55254,55254 54797 32195 55253 54917
509,47327,47327 14110 51177 3974 49468
510,56365,56365 56506 58521 40971 58534
513,47372,47372 10640 40827 49950 35865
514,40827,40827 15504 30193 49468 17173
515,50097,50097 46794 50318 50177 55546
517,7494,7494 8568 8742 9335 40827
518,46858,46858 11875 43345 33748 33871
519,58059,58059 45139 38424 35567 41891
520,11892,11892 40760 10802 39503 11812
521,23132,23132 13097 55794 58405 58402
522,13097,13097 53704 40524 14440 14302
524,40827,40827 45885 12920 9196 2913
525,47032,47032 25592 25699 39665 14823
526,54610,54610 53661 54985 54965 50563
527,52978,52978 53678 52897 54422 54810
529,54791,54791 50129 50528 49396 52474
531,54717,54717 55103 52606 53774 51918
533,23518,23518 40827 38025 1623 14110
534,10640,10640 45885 8932 51773 10641
535,45885,45885 40827 9335 7242 9196
536,43400,43400 9621 9769 53608 53050
537,39348,39348 37617 39530 56727 39902
538,57293,57293 56888 55358 56934 56887
540,23118,23118 38217 28574 23013 56860
541,53678,53678 22348 55081 52850 51602
543,30193,30193 40827 45885 48760 49018
545,17321,17321 17174 8908 40322 20740
547,47372,47372 19452 41164 24896 38967
548,40177,40177 46794 40153 40287 46052
549,21376,21376 26000 21442 22812 21375
550,34528,34528 34498 34829 34761 46895
551,40796,40796 36766 32925 32928 32923
552,14110,14110 9196 3527 36042 51177
553,40827,40827 45885 50582 50583 35625
554,57029,57029 54300 21076 55081 52471
555,28370,28370 58009 46226 17321 28316
556,10640,10640 20801 20800 14110 18416
557,33868,33868 45952 50440 44812 41867
558,7408,7408 51177 33293 12805 27480
560,23804,23804 3096 21376 53704 44721
561,45885,45885 57162 45866 7241 12231
563,35866,35866 55076 54952 46859 34368
566,23891,23891 24172 52511 41437 41361
567,12477,12477 14110 22251 39643 53704
568,36766,36766 39643 48888 34405 9664
570,54256,54256 55868 33125 52612 56848
571,51143,51143 51146 35917 50134 54949
575,46265,46265 17112 17174 17185 40364
577,35865,35865 12477 9619 14110 14058
579,52897,52897 46895 33534 54923 48449
581,48093,48093 43646 44212 52548 44211
586,39696,39696 40752 2674 8253 1760
587,45885,45885 40827 2913 12231 56803
588,49468,49468 10640 30193 49469 14364
590,56164,56164 52726 46521 46554 56229
592,48888,48888 48017 46038 46033 47648
593,40827,40827 11747 44910 37728 48760
594,8245,8245 56619 14110 46229 49515
595,52839,52839 52873 12772 43883 37371
596,40827,40827 12920 45885 7241 12791
597,40760,40760 3078 34422 39138 41373
598,35730,35730 40827 41351 39538 13112
599,58222,58222 57980 43562 46905 46508
601,32444,32444 38062 32318 37511 39665
602,21718,21718 30193 16276 40827 36536
603,39696,39696 33593 40176 36382 39138
604,7500,7500 40827 10640 17321 15504
605,13804,13804 17179 17176 15504 40791
606,53649,53649 26429 40243 54277 57171
607,54276,54276 56456 54527 47797 55649
610,45885,45885 56860 9196 3017 4252
613,52596,52596 12740 53704 46425 55787
614,49887,49887 12920 50049 6227 55311
616,56092,56092 52897 36208 56093 47749
617,40827,40827 6517 6947 49085 30193
618,39138,39138 36155 36949 39643 34926
619,40791,40791 51522 28356 29769 47372
620,17173,17173 15504 51657 17112 10695
622,9335,9335 40827 45885 20800 49468
624,51540,51540 54256 52471 51177 55004
625,52844,52844 54276 52985 52848 55508
628,35917,35917 54717 39643 54951 51146
630,38062,38062 30633 32217 32200 32493
631,11747,11747 24157 39368 24172 33294
633,51563,51563 54625 51813 46895 52463
634,55609,55609 51813 53772 54778 54970
635,37114,37114 32415 32689 36515 37906
636,54639,54639 51796 53320 40243 54609
638,47372,47372 12231 10640 57162 2913
639,44750,44750 44910 49468 6517 56860
641,52766,52766 48501 54276 49713 46895
642,46895,46895 40827 34653 45467 52241
643,48502,48502 22348 48180 51521 48468
645,29847,29847 7628 24153 23518 57206
646,58221,58221 17176 17189 40364 52471
648,35730,35730 40827 41351 47372 37906
651,26638,26638 54276 54661 46895 51716
652,51177,51177 53061 52850 48592 49940
653,47660,47660 49468 49099 6517 7628
654,23013,23013 23118 21076 13097 56860
656,51918,51918 52839 52873 52897 51853
657,45885,45885 15689 9335 40827 26320
658,57630,57630 57629 54486 47728 54485
659,45885,45885 49468 51177 57162 8380
661,31708,31708 31836 33113 31812 31703
662,12764,12764 12763 50304 51510 44128
664,47372,47372 45998 57608 58115 46104
665,51177,51177 54300 52657 54717 54716
666,38062,38062 28570 25765 24652 24043
668,45885,45885 3507 57162 7242 8147
669,48649,48649 39138 10721 58225 48760
670,51918,51918 53678 52897 40841 54717
673,54716,54716 53671 50178 52897 54426
674,43043,43043 16280 53259 2039 56103
675,24908,24908 9335 9338 4181 37149
676,23367,23367 9502 11747 40827 51177
677,12763,12763 54279 12764 34777 52471
679,8098,8098 38025 4181 22655 24378
680,11747,11747 10498 15504 49476 11757
681,40827,40827 38025 9196 53419 8098
682,40827,40827 45885 9196 14110 16117
683,55755,55755 51565 53075 53076 51883
685,54852,54852 54821 54819 36749 54853
687,45139,45139 41361 47704 40159 31771
689,6229,6229 33294 2039 40827 6140
690,10061,10061 17814 17321 13607 4259
693,7241,7241 7242 40827 15849 49468
694,57028,57028 57029 57206 57271 56895
698,51518,51518 46895 38265 52768 33168
699,53792,53792 46895 55254 55255 51813
701,51518,51518 51514 51238 51485 51326
702,40827,40827 56803 11747 47372 57029
703,42587,42587 42580 51682 17321 53375
705,52959,52959 53953 53774 52951 50193
706,12920,12920 45885 50583 40827 30193
709,46104,46104 48767 38956 23606 9611
710,45885,45885 51419 15449 54755 49484
713,41892,41892 22251 27413 25563 11875
714,45885,45885 40827 9335 39753 5011
715,45885,45885 50582 45866 40827 8144
720,40827,40827 49476 9196 14364 51026
721,49395,49395 49533 49535 50362 57671
722,57029,57029 57028 47790 57271 20348
723,48539,48539 40827 58158 48888 10640
724,57162,57162 12674 24157 52897 30193
726,15504,15504 48207 47059 53620 54625
727,37601,37601 33871 23118 30726 23013
728,45885,45885 57162 24974 35620 45866
730,47675,47675 1379 44305 29611 1565
733,47372,47372 51143 21376 23118 57721
734,8742,8742 6157 16276 9582 10695
735,45885,45885 7242 55311 45866 35625
736,7242,7242 45885 7241 19396 2913
737,33137,33137 26869 53678 24172 32870
742,40827,40827 45885 37892 7242 57162
744,9196,9196 45885 40827 42153 56803
747,54755,54755 40827 57162 53419 45885
749,23981,23981 33837 9196 12477 12231
750,49099,49099 49095 57162 40827 45885
752,40827,40827 49099 57162 11757 56619
754,56860,56860 20801 7628 49095 19955
755,55573,55573 55588 54019 54123 54070
756,45885,45885 45866 12231 49018 10640
757,43631,43631 32591 32437 32334 32226
759,40827,40827 49887 11757 11760 55158
760,38265,38265 46895 51773 37564 53320
762,54420,54420 52474 37906 52657 51918
763,45885,45885 12920 47372 45866 57984
764,45885,45885 54755 40827 14110 54855
765,40827,40827 45885 57162 2913 53419
767,40827,40827 15849 7242 7241 7238
769,29920,29920 33871 8245 27186 32933
770,45885,45885 10640 35625 8149 47628
773,49468,49468 30193 57804 10640 51716
774,55039,55039 54790 50317 46397 54634
776,34176,34176 49468 39696 53678 36188
777,30739,30739 32444 24203 32120 41055
778,55819,55819 40502 39451 39395 39405
779,49468,49468 26052 9196 35625 7238
782,49193,49193 49200 49170 49197 49169
784,24157,24157 24172 24350 46794 21076
785,46425,46425 11711 31631 15456 11710
786,52121,52121 52499 40760 48576 54277
787,9335,9335 40827 10640 51540 56803
788,9196,9196 40827 26317 45885 6517
789,23118,23118 21376 57029 47372 49468
791,40322,40322 40390 40273 9196 39138
792,45885,45885 51419 55311 21095 6227
794,56251,56251 56058 23891 52158 24172
795,17174,17174 12772 56713 56625 34422
796,51244,51244 34733 36755 36766 34834
797,6227,6227 13097 39503 40760 54277
799,34102,34102 9891 9810 43874 56598
800,53320,53320 42133 13097 3078 7746
802,9196,9196 17501 49468 17731 40827
805,49913,49913 51510 14889 55491 55492
806,56860,56860 54878 24908 43345 54881
807,57866,57866 57879 57856 57854 57984
808,57029,57029 47566 57025 57033 44582
809,14364,14364 44559 48649 51542 56619
810,48539,48539 46476 4252 38217 40780
815,46476,46476 40841 38062 30023 11875
818,45885,45885 8245 40827 20801 6517
820,52985,52985 50339 45489 53049 54625
821,46858,46858 24690 37149 27166 46069
822,49476,49476 54385 55311 36703 52850
823,45866,45866 45885 47372 56082 16183
824,40827,40827 45885 3527 21443 9196
825,45885,45885 20887 14110 16117 14561
826,57029,57029 49468 47474 10640 48649
827,44917,44917 25563 44910 40827 50237
828,45885,45885 7242 7241 49099 57162
831,12639,12639 9335 51143 46651 10695
832,38265,38265 46425 41468 41122 41471
833,53726,53726 51540 52897 51652 40338
834,23132,23132 6227 54934 48180 54778
838,54384,54384 52985 54385 54499 23132
842,37601,37601 53726 6148 7408 7417
843,46895,46895 39138 54970 12805 47733
844,37813,37813 15103 37787 7250 37660
845,40827,40827 12231 51522 40524 47372
846,51143,51143 53726 46895 23132 40760
847,40821,40821 40034 30476 24172 51177
848,37869,37869 56558 57550 36354 45617
849,51143,51143 21443 17965 1379 18161
850,48099,48099 54244 51252 47240 12791
851,37751,37751 52710 56986 12780 57029
852,9638,9638 24889 47083 49004 33605
853,48942,48942 48724 48944 48945 48705
854,19452,19452 37869 40796 48099 13097
855,10640,10640 46063 49842 54619 54779
856,31631,31631 39931 30503 30751 12763
858,39503,39503 30603 32318 30020 48994
859,27384,27384 28441 26962 24956 28307
860,37777,37777 30603 56986 22348 30052
861,49468,49468 40827 45885 49484 20801
862,36766,36766 36768 40567 36755 37869
863,27757,27757 30048 18381 23118 21376
866,30052,30052 30467 28307 30678 30732
868,10640,10640 12780 10278 11071 5783
870,10640,10640 3017 40827 11747 10278
872,27253,27253 48502 54300 3926 2238
874,55783,55783 40255 10498 45139 39138
875,19593,19593 56019 44750 36953 56018
876,21718,21718 19589 22858 27945 23093
877,47032,47032 46895 39788 46997 39860
878,24172,24172 24355 28307 24358 24485
880,40243,40243 37980 37708 34834 51309
881,33892,33892 38695 34733 39696 56402
883,17174,17174 17176 37751 33293 37401
885,34368,34368 5783 14695 33877 5789
886,39696,39696 37352 38949 9335 48284
887,40827,40827 39643 9196 53002 58144
888,38083,38083 47440 56434 56044 39028
889,19452,19452 53704 53678 56860 40800
890,47372,47372 51542 12736 51522 12791
891,55007,55007 52131 52750 43545 24157
893,46106,46106 45617 45467 13097 54300
894,56103,56103 12805 47687 56702 45476
895,48673,48673 2374 34337 2063 52723
896,54951,54951 51143 52658 56086 51144
897,56924,56924 11760 13347 11871 44974
898,51242,51242 3078 2238 8098 2026
899,23118,23118 54387 51853 51773 26903
900,55161,55161 55317 12639 55162 55207
901,33146,33146 32318 30193 39665 51813
905,39696,39696 58176 46104 5879 57608
906,53678,53678 47327 48888 9196 54791
907,26320,26320 26317 40827 7217 9335
910,7628,7628 24974 40752 15504 12231
911,53597,53597 48888 53678 35084 53689
912,56860,56860 57255 54609 56666 54552
915,35282,35282 17321 37869 22251 15504
916,16276,16276 39035 48493 47032 32584
918,53687,53687 39919 39138 52984 39503
919,29661,29661 30052 30463 37521 37364
920,7880,7880 7423 52446 46858 13926
922,31570,31570 56860 43792 51143 56986
924,53704,53704 9196 57207 40827 12920
925,48502,48502 23118 23013 52840 39498
926,52769,52769 53726 53649 46895 33868
927,11892,11892 49875 11554 11576 11355
928,24331,24331 24908 45493 2913 30466
929,8930,8930 8932 5889 40827 8245
930,14364,14364 40827 45944 49476 14588
931,45920,45920 42587 55802 55920 55803
932,40796,40796 12155 15849 10495 12693
934,53960,53960 37115 40243 24158 30052
936,57162,57162 21442 41249 21697 41239
937,15769,15769 15806 15768 54385 27189
939,40796,40796 47372 12780 21076 19452
940,51853,51853 38062 39665 56860 6229
941,38054,38054 32120 31628 30751 30055
943,54610,54610 17174 49713 54965 41100
944,40791,40791 54610 41099 51853 54653
946,40760,40760 28307 27945 27112 24908
947,47327,47327 47388 20887 17868 16117
949,54246,54246 33868 40841 6516 56219
950,40782,40782 57490 13043 16320 17174
953,44910,44910 44917 23268 2039 56619
954,38090,38090 19452 51242 51244 39696
955,40210,40210 39696 34467 34575 34368
957,5011,5011 51773 55945 55095 17174
958,43345,43345 47704 51388 52897 24334
959,36927,36927 52723 19452 51779 54277
960,51540,51540 51678 53262 56848 51383
962,39117,39117 36766 51143 47790 38365
963,46895,46895 40210 34670 34746 34498
964,4982,4982 40243 9669 34498 10720
965,40760,40760 33293 32031 27579 31144
967,51537,51537 54799 45153 54810 56103
968,51796,51796 46895 49342 52474 54970
971,35865,35865 51177 54716 49548 54742
973,20072,20072 11209 28884 10640 2026
974,52574,52574 52153 51773 52471 52101
975,52471,52471 49265 52769 49244 49264
977,30476,30476 13700 28425 56727 56860
981,57790,57790 57786 57785 57791 52723
982,612,612 40827 43883 45885 12805
983,11875,11875 34498 11882 13097 54300
986,56860,56860 49476 43883 45885 14388
987,15849,15849 55412 26850 47145 52017
989,40827,40827 9335 8932 39753 49468
990,14110,14110 49468 47372 14058 14521
991,32195,32195 36803 32197 36801 36804
992,52935,52935 53117 52738 39503 11892
993,40827,40827 49887 54755 55759 55311
994,48688,48688 47728 14353 15283 50563
997,48615,48615 44750 56010 41350 41351
998,36604,36604 36605 36628 49468 48888
999,46895,46895 40243 52596 56196 47372
1000,11757,11757 11871 11760 804 24699
1001,38083,38083 39930 32101 40051 40049
1003,43345,43345 53272 54552 51537 51462
1004,40827,40827 57162 45885 7242 9196
1005,40883,40883 40660 55778 40918 41727
1006,8936,8936 9335 12639 51143 12732
1008,31624,31624 32120 31601 32132 38054
1009,52471,52471 43345 28710 38820 51143
1011,45885,45885 56251 51501 46813 30466
