user_id,book_id,timestamp,年级,二级分类
4,2299,2021-01-21 09:49:05,18,德国哲学
4,2300,2021-01-21 09:49:15,18,德国哲学
4,3350,2021-01-21 09:49:18,18,伦理学(道德哲学)
4,2911,2021-01-21 09:49:28,18,法国哲学
4,214,2021-03-17 16:33:49,18,马克思、恩格斯著作的学习和研究
4,2851,2021-03-17 16:33:54,18,法国哲学
4,216,2021-03-30 16:51:51,18,马克思、恩格斯著作的学习和研究
4,2302,2021-03-30 16:52:03,18,德国哲学
4,217,2021-03-30 16:52:07,18,马克思、恩格斯著作的学习和研究
4,1411,2021-04-13 15:52:25,18,道家
4,1412,2021-04-13 15:52:29,18,道家
4,6227,2021-04-13 15:55:32,18,社会结构和社会关系
4,1661,2021-04-22 20:13:21,18,三国、晋、南北朝哲学(220-589年)
4,1658,2021-04-22 20:13:35,18,三国、晋、南北朝哲学(220-589年)
4,647,2021-05-19 15:06:23,18,其他哲学流派
4,7651,2021-05-19 15:06:26,18,国家政治制度
4,650,2021-05-19 15:06:34,18,其他哲学流派
4,8068,2021-05-19 15:06:38,18,国际共产主义运动
4,1649,2021-05-24 20:23:34,18,三国、晋、南北朝哲学(220-589年)
4,1651,2021-05-24 20:23:40,18,三国、晋、南北朝哲学(220-589年)
4,1650,2021-05-24 20:23:46,18,三国、晋、南北朝哲学(220-589年)
4,916,2021-05-24 20:23:54,18,物质论
4,1663,2021-05-24 20:24:02,18,三国、晋、南北朝哲学(220-589年)
4,410,2021-06-07 15:00:18,18,哲学理论
4,652,2021-06-07 15:00:22,18,其他哲学流派
4,3085,2021-06-07 15:00:35,18,美国哲学
4,3084,2021-06-07 15:00:50,18,美国哲学
4,2898,2021-06-21 13:22:30,18,法国哲学
4,2913,2021-06-21 13:22:48,18,法国哲学
4,3980,2021-06-21 13:23:04,18,美学
4,2303,2021-06-21 13:23:10,18,德国哲学
4,2305,2021-06-21 13:23:16,18,德国哲学
4,2304,2021-06-21 13:23:22,18,德国哲学
4,2901,2021-06-21 13:23:34,18,法国哲学
4,650,2021-06-25 11:59:55,18,其他哲学流派
4,649,2021-06-25 12:00:05,18,其他哲学流派
4,2161,2021-06-27 10:30:28,18,中世纪哲学(欧洲)
4,1657,2021-06-27 10:30:37,18,三国、晋、南北朝哲学(220-589年)
4,976,2021-06-27 10:30:43,18,诸子前哲学
4,2162,2021-06-27 10:30:49,18,中世纪哲学(欧洲)
4,1649,2021-06-27 10:30:55,18,三国、晋、南北朝哲学(220-589年)
4,2899,2022-01-03 19:34:56,18,法国哲学
4,2909,2022-01-03 19:35:01,18,法国哲学
4,2918,2022-01-03 19:35:28,18,法国哲学
4,2901,2022-01-03 19:35:56,18,法国哲学
4,2898,2022-01-03 19:36:03,18,法国哲学
4,2919,2022-01-03 19:36:23,18,法国哲学
4,2916,2022-01-03 19:36:39,18,法国哲学
4,2898,2022-04-22 19:52:30,18,法国哲学
4,2897,2022-04-22 19:52:40,18,法国哲学
4,2901,2022-04-22 19:52:54,18,法国哲学
4,2895,2022-04-29 18:05:04,18,法国哲学
4,2900,2022-04-29 18:05:17,18,法国哲学
4,2902,2022-04-29 18:05:25,18,法国哲学
4,2907,2022-04-29 18:05:36,18,法国哲学
4,8061,2022-04-29 18:05:41,18, 美洲
4,2892,2022-04-29 18:05:57,18,法国哲学
4,2908,2022-05-11 19:09:41,18,法国哲学
4,2899,2022-05-11 19:09:46,18,法国哲学
4,2909,2022-05-11 19:09:50,18,法国哲学
4,2903,2022-05-20 14:52:37,18,法国哲学
4,2905,2022-05-20 14:52:42,18,法国哲学
4,2904,2022-05-20 14:52:47,18,法国哲学
4,2906,2022-05-20 14:53:00,18,法国哲学
5,11024,2020-08-29 12:17:52,18,行政法
5,11022,2020-08-29 12:17:59,18,行政法
5,11712,2020-08-29 12:18:09,18,婚姻法
5,11023,2020-08-29 12:18:14,18,行政法
5,12110,2020-09-01 13:24:05,18,刑法
5,10391,2020-09-03 14:55:03,18,民法
5,11027,2020-09-03 15:18:15,18,行政法
5,24152,2020-09-07 13:33:28,18,现代作品（1919~1949年）
5,22253,2020-09-07 13:33:45,18,各体文学评论和研究
5,24153,2020-09-16 18:05:35,18,现代作品（1919~1949年）
5,24154,2020-09-16 18:05:40,18,现代作品（1919~1949年）
5,32005,2020-09-18 15:48:54,18, 北美洲
5,24337,2020-09-21 19:00:17,18,当代作品（1949年~）
5,11029,2020-09-21 19:00:26,18,行政法
5,11026,2020-09-22 16:08:54,18,行政法
5,38691,2020-09-22 16:09:03,18,英国
5,30618,2020-09-26 18:35:38,18, 英国
5,11025,2020-09-26 18:35:46,18,行政法
5,24156,2020-10-11 15:53:18,18,现代作品（1919~1949年）
5,23979,2020-10-11 15:53:24,18,古代至近代作品（~1919年）
5,12902,2020-10-11 15:53:40,18, 美洲法律
5,12903,2020-10-11 15:53:45,18, 美洲法律
5,37971,2020-10-18 08:27:19,18,宋：北宋（960~1127年）
5,23978,2020-12-12 11:19:54,18,古代至近代作品（~1919年）
5,9289,2020-12-12 11:20:24,18, 欧洲政治
5,9290,2020-12-12 11:20:33,18, 欧洲政治
5,20275,2021-03-07 13:22:09,18,语文教学
5,12637,2021-03-07 13:22:25,18,地方法制
5,24338,2021-03-08 12:48:55,18,当代作品（1949年~）
5,11713,2021-03-12 20:55:44,18,婚姻法
5,11030,2021-03-12 20:55:45,18,行政法
5,10695,2021-03-17 11:14:27,18,犯罪学
5,37499,2021-03-17 11:14:32,18,古代史籍
5,11033,2021-03-17 11:15:00,18,行政法
5,11032,2021-03-17 11:15:05,18,行政法
5,9606,2021-04-09 11:33:41,18,法的理论
5,12904,2021-04-09 11:33:52,18, 美洲法律
5,12847,2021-04-09 11:33:58,18, 欧洲法律
5,24339,2021-04-28 21:23:10,18,当代作品（1949年~）
5,11031,2021-05-08 09:00:04,18,行政法
5,40746,2021-05-14 12:28:31,18,
5,30368,2021-06-25 12:30:36,18, 北欧
5,5649,2021-06-25 12:30:42,18,全集、选集
5,30367,2021-06-25 12:30:46,18, 北欧
5,56209,2021-06-30 11:56:32,18,工业技术
5,11034,2021-10-30 08:31:09,18,行政法
5,9502,2021-10-30 08:31:13,18,对外关系
5,30617,2021-11-05 13:45:22,18, 英国
5,39620,2021-11-05 13:45:26,18, 欧洲人物传记
5,24340,2021-11-23 16:03:04,18,当代作品（1949年~）
5,11035,2021-11-23 16:03:17,18,行政法
5,6602,2021-11-23 16:03:39,18,社会生活与社会问题
5,10782,2021-11-29 11:27:44,18,中国法律
5,10773,2021-11-29 11:27:49,18,法医学
5,16169,2021-12-22 08:30:05,18,贸易史
5,32123,2022-02-14 16:48:14,18, 北美洲
5,10623,2022-02-14 16:48:30,18,诉讼法
5,30617,2022-02-15 10:08:36,18, 英国
5,10772,2022-02-15 10:08:38,18,法医学
5,24335,2022-06-12 14:41:54,18,当代作品（1949年~）
5,23976,2022-06-12 14:41:57,18,古代至近代作品（~1919年）
5,24336,2022-06-12 14:42:06,18,当代作品（1949年~）
5,23486,2022-06-12 14:42:10,18,古代至近代作品（~1919年）
5,22252,2022-06-12 14:42:18,18,各体文学评论和研究
6,11772,2021-03-07 19:40:43,18,婚姻法
6,10145,2021-03-13 19:58:22,18,国家法、宪法
6,2737,2021-03-18 19:40:47,18,英国哲学
6,12670,2021-03-22 18:36:19,18,中国法制史
6,12672,2021-03-22 18:36:24,18,中国法制史
6,12671,2021-03-22 18:36:29,18,中国法制史
6,13048,2021-03-22 18:36:33,18,国际经济法
6,13049,2021-03-22 18:36:37,18,国际经济法
6,13043,2021-03-22 18:36:41,18,国际经济法
6,13050,2021-04-12 20:44:12,18,国际经济法
6,11039,2021-04-12 20:44:22,18,行政法
6,10812,2021-04-16 21:53:47,18,
6,10813,2021-04-16 21:53:54,18,
6,11097,2021-05-18 21:45:22,18,行政法
6,11098,2021-05-18 21:45:34,18,行政法
6,11099,2021-05-18 21:45:52,18,行政法
6,11100,2021-05-18 21:45:57,18,行政法
6,11101,2021-05-18 21:46:01,18,行政法
6,9647,2021-12-03 15:30:40,18,法的理论
6,12916,2021-12-03 15:30:48,18, 美洲法律
6,10682,2021-12-03 15:30:57,18,司法制度
6,7932,2021-12-03 15:31:04,18,世界政治思想史
6,7933,2021-12-03 15:31:09,18,世界政治思想史
6,13740,2022-02-16 13:46:37,18,资源经济学
6,10811,2022-02-16 13:46:46,18,
6,10809,2022-02-16 13:46:51,18,
6,10810,2022-02-16 13:47:11,18,
6,17449,2022-03-16 18:03:42,18,传播理论
6,8726,2022-03-16 18:11:12,18,国家机关工作与人事管理
6,8727,2022-03-16 18:11:16,18,国家机关工作与人事管理
6,8729,2022-03-16 18:11:20,18,国家机关工作与人事管理
6,8728,2022-03-16 18:11:27,18,国家机关工作与人事管理
6,10068,2022-03-27 21:52:18,18,
6,9644,2022-03-27 21:52:38,18,法的理论
6,9645,2022-03-27 21:52:46,18,法的理论
6,9646,2022-03-27 21:53:10,18,法的理论
6,10069,2022-03-27 22:13:53,18,
6,11091,2022-04-11 11:09:32,18,行政法
6,11092,2022-04-11 11:09:38,18,行政法
6,11093,2022-04-11 11:09:44,18,行政法
6,11095,2022-04-11 11:09:47,18,行政法
8,21257,2020-01-14 16:36:23,18,
8,40682,2020-01-14 16:36:30,18,各国地理
8,21258,2020-01-14 16:36:37,18,
8,21256,2020-01-14 16:36:43,18,
8,39007,2020-01-14 16:36:50,18,人物传记：按学科分
8,37599,2020-09-11 11:43:24,18,
8,21199,2020-09-11 11:43:28,18,
8,21261,2021-03-06 16:11:42,18,
8,28632,2021-03-06 16:11:50,18, 日本
8,21164,2021-03-06 16:11:55,18,
8,21163,2021-03-06 16:11:58,18,
8,21260,2021-03-26 16:34:12,18,
8,21066,2021-03-26 16:34:34,18,日语
8,34671,2021-05-05 17:31:45,18,中国画技法
8,35075,2021-05-05 17:31:52,18,版画技法
8,21234,2021-05-17 11:54:08,18,
8,21262,2021-05-17 11:54:24,18,
8,21259,2021-05-17 11:54:30,18,
8,21063,2021-05-17 11:54:37,18,日语
8,21065,2021-06-11 17:39:20,18,日语
8,21263,2021-06-11 17:39:25,18,
8,21062,2021-06-11 17:39:29,18,日语
8,21064,2021-06-11 17:39:34,18,日语
8,21265,2021-06-11 17:39:38,18,
8,19272,2021-07-05 12:33:42,18,汉语
8,22014,2021-07-05 12:34:10,18,文学评论和研究
8,24612,2021-07-05 12:34:17,18,当代作品（1949年~）
8,28633,2021-07-05 12:34:38,18, 日本
8,37419,2021-07-05 12:34:44,18,文化史
8,1919,2021-07-05 12:34:55,18,日本哲学
8,1871,2021-07-05 12:35:05,18,近代哲学(1840~1918年)
8,21266,2021-07-16 18:54:45,18,
8,21267,2021-07-16 18:54:50,18,
8,21268,2021-07-16 18:54:57,18,
8,21244,2021-07-16 18:55:03,18,
8,27360,2021-07-16 18:55:11,18,当代作品（1949年~）
8,21270,2021-07-16 18:55:21,18,
8,37607,2021-07-16 18:55:25,18,
8,40416,2021-07-20 14:27:38,18,
8,15646,2021-07-20 14:51:43,18,各国工业经济
8,21271,2021-08-25 14:36:33,18,
8,21272,2021-08-25 14:36:38,18,
8,21273,2021-08-25 14:36:42,18,
8,21274,2021-11-17 14:14:14,18,
8,21275,2021-11-17 14:14:37,18,
8,22441,2021-11-30 13:52:11,18,各体文学评论和研究
9,42318,2020-01-02 21:51:18,18,数学分析
9,43390,2020-09-05 20:55:00,18,概率论（几率论、或然率论）
9,43526,2020-09-15 15:59:32,18,数理统计
9,43354,2020-09-15 15:59:37,18,概率论（几率论、或然率论）
9,19834,2020-09-20 21:08:13,18,基本词汇
9,51494,2020-10-08 17:15:59,18,自动推理、机器学习
9,43236,2020-10-25 15:05:26,18,概率论、数理统计
9,26990,2020-12-26 21:58:20,18,现代作品（1919~1949年）
9,43389,2021-01-04 15:44:05,18,概率论（几率论、或然率论）
9,42327,2021-03-10 21:53:27,18,数学分析
9,42318,2021-03-10 21:54:17,18,数学分析
9,41824,2021-04-07 18:59:01,18,代数、数论、组合理论
9,43181,2021-04-07 18:59:12,18,概率论、数理统计
9,42334,2021-04-28 21:53:19,18,数学分析
9,42325,2021-05-07 19:20:33,18,数学分析
9,42385,2021-05-07 19:20:37,18,数学分析
9,42318,2021-06-05 21:37:02,18,数学分析
9,42327,2021-06-05 21:37:03,18,数学分析
9,52305,2021-06-06 20:19:00,18,数据处理、数据处理系统
9,16504,2021-06-13 21:52:53,18,金融、银行理论
9,43530,2021-07-02 21:53:15,18,数理统计
9,38248,2021-07-08 21:50:16,18,“五四”运动和中国共产党成立后（1919~1924年）
9,38033,2021-07-08 21:50:24,18,
9,26909,2021-07-11 21:53:53,18,
9,52909,2021-07-14 21:53:57,18,程序设计、软件工程
9,52984,2021-07-18 21:52:06,18,程序设计、软件工程
9,14385,2021-08-11 21:51:29,18,经济数学方法
9,43529,2021-08-18 17:56:02,18,数理统计
9,43531,2021-08-18 17:56:06,18,数理统计
9,16505,2021-08-24 18:08:30,18,金融、银行理论
9,52987,2021-11-06 21:52:27,18,程序设计、软件工程
9,52890,2021-11-06 21:52:33,18,程序设计、软件工程
9,52986,2021-11-27 21:29:23,18,程序设计、软件工程
9,30876,2022-03-27 17:14:41,18, 英国
9,30916,2022-03-27 17:14:45,18, 英国
9,30796,2022-03-29 17:27:24,18, 英国
9,16390,2022-04-07 17:06:30,18,金融、银行理论
9,43525,2022-05-04 21:41:28,18,数理统计
10,41828,2021-03-04 19:35:10,18,代数、数论、组合理论
10,42425,2021-03-05 17:24:04,18,数学分析
10,42351,2021-03-05 17:24:09,18,数学分析
10,41830,2021-03-08 15:56:10,18,代数、数论、组合理论
10,41828,2021-03-08 15:56:16,18,代数、数论、组合理论
10,42424,2021-03-17 09:41:39,18,数学分析
10,42369,2021-03-17 09:41:47,18,数学分析
10,41779,2021-03-17 20:59:02,18,代数、数论、组合理论
10,41780,2021-03-17 20:59:21,18,代数、数论、组合理论
10,41775,2021-03-17 20:59:27,18,代数、数论、组合理论
10,41791,2021-03-19 12:36:09,18,代数、数论、组合理论
10,41765,2021-05-28 10:57:09,18,代数、数论、组合理论
10,42426,2021-05-28 12:09:41,18,数学分析
10,42321,2021-05-28 12:09:49,18,数学分析
10,42348,2021-05-28 12:17:31,18,数学分析
10,42351,2021-05-28 12:17:38,18,数学分析
10,41914,2021-06-01 18:57:02,18,代数方程论、线性代数
10,41916,2021-06-01 18:57:11,18,代数方程论、线性代数
10,30373,2021-06-02 18:07:18,18, 北欧
10,41828,2021-06-02 18:07:26,18,代数、数论、组合理论
10,41828,2021-06-04 20:24:30,18,代数、数论、组合理论
10,42427,2021-06-15 08:22:34,18,数学分析
10,41793,2021-06-15 08:23:18,18,代数、数论、组合理论
10,41773,2021-06-24 09:15:08,18,代数、数论、组合理论
10,41765,2021-10-18 10:07:58,18,代数、数论、组合理论
10,41790,2021-10-18 10:07:59,18,代数、数论、组合理论
10,41828,2021-10-18 10:08:01,18,代数、数论、组合理论
10,32404,2021-10-18 10:10:51,18, 北美洲
10,31524,2021-11-01 12:36:12,18, 爱尔兰
10,31525,2021-11-01 12:36:16,18, 爱尔兰
10,42322,2021-11-02 12:27:03,18,数学分析
10,41776,2021-11-04 10:25:10,18,代数、数论、组合理论
10,41793,2021-11-12 12:58:14,18,代数、数论、组合理论
10,46476,2021-12-28 19:30:00,18,细胞遗传学
10,46449,2022-01-09 08:30:02,18,进化论、生物系统发育
10,32401,2022-02-16 18:53:00,18, 北美洲
10,32400,2022-02-16 18:53:06,18, 北美洲
10,43939,2022-02-16 18:53:15,18,数值分析
10,42594,2022-02-16 18:53:21,18,函数论
10,32403,2022-02-17 19:08:07,18, 北美洲
10,28353,2022-02-18 08:59:12,18, 日本
10,46562,2022-02-19 09:33:19,18,昆虫分类学
10,38261,2022-02-19 19:42:49,18,
10,39008,2022-02-19 19:42:58,18,人物传记：按学科分
10,40999,2022-03-03 12:44:58,18,创造发明、先进经验
10,41062,2022-03-03 12:45:07,18,自然研究、自然历史
10,26991,2022-03-03 21:03:31,18,现代作品（1919~1949年）
10,24896,2022-03-03 21:03:42,18,当代作品（1949年~）
10,46216,2022-03-05 08:31:03,18,星座
10,46347,2022-03-29 16:59:37,18,水汽、凝结和降水
10,32274,2022-03-29 16:59:42,18, 北美洲
10,32402,2022-03-29 16:59:49,18, 北美洲
10,46548,2022-03-31 09:07:08,18,动物分类学（系统动物学）
10,30373,2022-04-10 17:08:21,18, 北欧
11,15909,2020-12-25 14:11:04,18,经纪人
11,15911,2020-12-25 14:11:17,18,经纪人
11,15910,2020-12-25 14:11:21,18,经纪人
11,15912,2021-01-05 16:07:06,18,经纪人
11,14821,2021-03-06 19:12:31,18,企业经济理论和方法
11,14705,2021-03-06 19:12:44,18,劳动组织和管理
11,14928,2021-03-06 19:13:02,18,企业计划与经营决策
11,14706,2021-03-06 19:13:36,18,劳动组织和管理
11,7485,2021-03-06 19:14:12,18,人才管理
11,7486,2021-03-06 19:14:52,18,人才管理
11,18336,2021-03-19 19:53:41,18,学校管理
11,18337,2021-03-19 19:53:49,18,学校管理
